sectionName,string
2.3. Related Work,In [8] the authors describe some real life design and application spaces for 6LoWPANs which show the importance of 6LoWPANs in near future.
4.5. Determination of α-Lipoamide Dehydrogenase Activity in Intact Mitochondria,"[11], complete inhibition of DLDH activity was observed after the application of 10 mM arsenite."
Discussion,"We have found no strain differences in magnitude of NaCl responses, which is consistent with results of previous studies using the B6 and 129 strains (Gannon and Contreras, 1993; Ninomiya et al., 1996) and implies that gustatory neural responses of B6 and 129 mice to sodium-containing MSG, IMP and GMP are not affected by differential responses to sodium."
8 Experiments,"Among the available alternatives, we have selected three well-known tools: cbmc [27], a tool based on Bounded Model Checking (BMC), CPAchecker [15], a tool based on lazy abstraction and interpolation-based refinement, and Clousot [40], a recent tool based on Abstract Interpretation."
4 Experiments,"In our experiments, the GNN model used for DIFFPOOL is built on top of the GRAPHSAGE architecture, as we found this architecture to have superior performance compared to the standard GCN approach as introduced in [21]."
Introduction,"Model equations and approaches for analyzing the kinetic behavior of multienzymatic systems in the presence of an inhibitor, either with or without spontaneous reactivation, have been recently reviewed (Estévez and Vilanova 2009)."
Data quality,"All studies on validity of clinical tests satisfied the required quality items though three were unclear in one [11,20,21] and another was unclear in two quality items [18] (Fig."
Present Address:,"These changes have been associated with reductions in tree basal area, increases in tissue N-to-P (N:P) ratios, and progressive P limitation over time in forested systems (Wardle et al. 2004) and observed across nine chronosequences spanning 6–4100 ky in length in boreal, temperate, and subtropical zones (Peltzer et al."
Discussion,The recent boost of DNA “barcoding” in Madagascar (Nagy et al. 2012) and Korean (Jeong et al. 2013) herpetofauna and the formation of the “Cold Code” consortium (Murphy et al. 2013) for the global initiative to barcode amphibians and non-avian reptiles promoted COI gene as a recommended marker for…
Discussion,"Still, it has been demonstrated that the psychological traits internal versus external locus of control are possible to affect by intervention among post-myocardial infarction patients at the level of secondary prevention [29] as well as health-related behaviours at the level of primary intervention [30]."
1. Introduction,"…the NWMoroccanmargin is ∼3.5 mm yr−1 in a WNW direction, predicted from paleo-
magnetic field measurements and slip vectors [Argus et al., 1989], from numerical models [Jiménez‐Munt and Negredo, 2003] and from GPS data [e.g., Calais et al., 2003; Nocquet and Calais, 2004; Fernandes et al., 2007]."
Method,"“Grounded theory is a paradigm for discovery of what is going on within a particular arena” (Glaser, 2005, p. 145) and is particularly useful for studying social phenomena about which little is known (Beck, 2004; Wuest, 2007)."
METHODS,"Isotopic enrichment of glucose and glycerol was determined using gas chromatography-mass spectrometry (GC model 6890 and MS model 5973, Hewlett-Packard, Fullerton, CA) of the pentaacetate and tris-trimethylsilyl derivatives, respectively, as previously described (4)."
METHODS,"To estimate obesity and overweight differentials by social factors, we fitted two sets of logistic regression models, keeping in mind the causal sequencing of the covariates with obesity (5, 6, 8, 17)."
INTRODUCTION,"the hydrophobic motif (HM) site, respectively (Meili et al., 1999; Kamimura et al., 2008; Kamimura and Devreotes, 2010; Cai et al., 2010; Liao et al., 2010)."
B. Process influence on the lamination stack,"Stacking then can yield to an electric connecting path between the single layers, resulting in eddy current losses [13]."
4 Results and Discussion,"Accordingly, an analaysis of JV and SS may be captured better in a pooled/panel data-set rather than in a single cross-section data (e.g., that analysed by Javorcik and Wei (2009))."
Methods,"Each participant underwent four static stretching exercises designed to stretch the leg extensor muscles of the dominant limb, according to the procedures of Cramer et al. (2004a, 2005) and Nelson et al. (2001b)."
Background,This decline is mainly attributable to a decrease in the incidence of squamous cell carcinoma [3-10].
4. Discussion,"In both gastric (intestinal-type) and Barrett oncogenesis, HER2 overexpression has been reported in both cancer samples and IEN, suggesting an early involvement of HER2 dysregulation in the oncogenetic cascade [4,7]."
METHODS,"Our previous studies showed that SD03-15 possesses 90.1 (nsp2) or 94.5 % (GP5) amino acid identity to SD01-08 (Fang et al., 2004, 2007)."
3. Discussion,"nigriventer venom, and is characterized by the inhibition of L-Glutamate receptors and their insecticidal activities [19]."
1. Introduction,"The contraceptive reliability of the levonorgestrel-releasing intrauterine system (LNG-IUS; Mirena®, Bayer HealthCare, Berlin, Germany) is well established, with efficacy comparable to female sterilization [1–3], but with the added advantage of rapid return of fertility upon removal."
Discussion,"However, similar to our results, previous studies have demonstrated that STAT1- deficient cells showed increased STAT3 activation [59-61]."
Results and discussion,"It should be noted, however, that a similar study of the metabolites of tamoxifen led to the identification of putative metabolites that are mutagenic (Cunningham and Rosenkranz 1995; Cunningham et al. 1995)."
Results,"Serial liquid growth was performed as described previously (Meyer and Bailis, 2007)."
Discussion,"The NONMEM implementation allowed for connecting the WB-PBPK model to an in vitro based PKPD model, where the predicted unbound concentration
in extracellular fluid was driving the bacterial killing."
Introduction,"…investigations and recent mRNA profiling studies have demonstrated that these adaptive responses occur at the transcriptional level in Arabidopsis (Branco-Price et al. 2005; Liu et al. 2005; Klok et al. 2002) and crop species, such as rice (Lasanthi-Kudahettige et al. 2007), sesame (Wang et al.…"
Discussion,"…(2005), several differences between CPP protocols such as the number of compartments in the CPP apparatus as well as the usage of biased (as in Cunningham et al. 1992; Semenova et al. 1995) vs unbiased procedure (as in Orsini et al. 2005) might account for some of the discrepancies in the results."
Term n* References,"In-person peer-support groups are one way in which HIV-positive women can share, listen to and support one another [79]."
Appendix A: Model equations and Parameters values.,"2 of reference (17) obtaining results for the effect of treatments, qualitatively similar to those explicitly reported here."
Discussion,"Nevertheless, present results on impulsive choice are also in apparent contradiction with findings from two studies [26,27] that have highlighted a relation between problem gambling severity and delay discounting."
Discussion,"Signalmediated MPO trafficking appears to be a likely mechanism of phase-matched electric field effects on neutrophils that accounts for changes in metabolism, oxidant production and DNA damage in response to weak electric fields (Kindzelskii and Petty 2000)."
5. Experimental results,"Several researchers in association rule discovery and AC, i.e. (Costa et al., 2013; Thabtah et al., 2004), have pointed out that the minsupp threshold often controls the numbers of rules generated and the training time consumed during the rule discovery and production steps."
Methodology,"Performance evaluation
 The performance of developed models was evaluated by calculating overall accuracy of prediction, sensitivity, specificity (Han et al., 2008; Lamanna et al., 2008) and Matthews correlation coefficient (MCC) (Matthews, 1975)."
Discussion,"22 as a result of the presence of an RNA hairpin, which has not been observed in our previous study with unstructured mRNA (m291 and m301) or other single molecule studies [9,22,23]."
,"In addi tion, these results are consistent with existing research that net repair is relative y rare [22,32]."
Method,"We assessed perceptions of Roma
homogeneity by asking participants to indicate how similar they thought the Roma are to each other across several dimensions (e.g., ‘intellect’, ‘values’, ‘morality’; α = .91; see Kteily et al., 2015)."
1. Introduction,"…Task (Stroop, 1935) is probably the task that has been the most extensively used in a wide variety of fields in psychology, including the experimental, developmental, psychopathological and neuropsychological ones (see Dyer, 1973; MacLeod, 1991; MacLeod and MacDonald, 2000, for detailed reviews)."
5.3 Coselection of other characteristics,"On the other hand, some researchers (e.g., Lister, 1990; Ramos & Mormède, 1998) have questioned the use of ambulation and defecation as indexes of emotionality in the first place."
1 Introduction,Gaussian process dynamic programming (GPDP) is a model-based dynamic programming algorithm for fully known dynamics in which the value functions are modeled by GPs [5].
METHODS,"Systemic nonHodgkin lymphoma is estimated to affect 43 000 persons per year in the United States; ocular involvement is uncommon, representing approximately 2% of all extranodal lymphoma cases.(1-20) Lymphoproliferative lesions include a wide range of diseases such as benign reactive lymphoid hyperplasia, atypical lymphoid hyperplasia, and lymphoma, based on varying degrees of histopathologic and immunophenotypic features."
Results,"These characteristics of ICa in type I and type II utricular hair cells are in good agreement with those described in the ampullar crista (Bao et al., 2003; Almanza et al., 2003; Dou et al., 2004)."
Results and discussion,"…during the La Niña phase of the El Niño Southern Oscillation (ENSO), have the most direct influence, with Atlantic Ocean SSTs perhaps having an indirect influence through dynamic effects on the atmospheric general circulation (Cook et al. 2011; Kushnir et al. 2010; McCrary and Randall 2010)."
Introduction,"Conversely, depression and dysphoria are
associated with a reduced ability to form vivid mental images of positive future events and reduced accessibility of such images (MacLeod and Byrne, 1996; Stöber, 2000; Holmes et al., 2008b; Morina et al., 2011; Holmes et al., 2016)."
Discussion,"Our results are in line with recent data from a study of human fibroblasts [20], as well as rodent models of T2D, where the expression of ,10% of miRNAs were reported to be under genetic control [23]."
V. EXPERIMENTS AND RESULTS,[24] and Konkol and Konopı́k [11] hold state-of-the-art results for Czech NER.
4 EXPERIMENTS,"For all datasets except LabelMeFacade [31] and RueMonge2014 [14] datasets, we report five fold cross-validation results, the standard protocol used in the literature."
Patient selection,"(7) The postoperative cavity did not communicate to the ventricles [9, 14, 15]."
2.2 Difference and History Visualization for,DualNet [27] visualizes sub-networks of node-link diagrams with side-by-side views.
Materials and methods,"Presence/absence screening for apicomplexans in scleractinian corals
Extraction of coral holobiont DNA utilized the Wizard (Promega) DNA preparation protocol (Thornhill et al. 2006b; Kemp et al. 2008)."
,"If medical evaluation reveals systemic lymphoma, treatment of the ocular disease is secondary to systemic treatment (usually chemotherapy).(1-30) The effectiveness of EBRT for the treatment of lymphoma of the eye and its adnexa has been widely documented."
,"Polar coding has also proven to be a versatile coding method capable of achieving the information-theoretic limits in a wide range of source and channel coding problems; for a representative list of such work, we cite [2], [3], [4], [5], [6], [7]."
Introduction,"In addition, some compatible solutes can serve as efficient protective agents by stabilizing the structures and functions of certain macromolecules (Santoro et al., 1992; Papageorgiou and Murata 1995)."
Introduction,"Cell cycle progression is driven by changes in cyclin–CDK complexes, and if control of the cell cycle is disrupted, progress through the cycle might be stimulated by overexpressed cyclins, enhanced CDK activity or inactivated CDK inhibitors (Malumbres and Barbacid, 2001; Chulu and Liu, 2009)."
Discussion,"The maintenance of close nest burrows (King 1989b; Viblanc et al. 2010), greater tolerance (King 1989a; V."
Discussion,"While in various studies a high diagnostic accuracy for detecting SDB and a good correlation of AHI values has been shown for polygraphs compared with polysomnography [47-52], it is conceivable that the patients in this study population did not sleep well during the night before surgery and thus, the polygraphs might have underestimated the AHI scores in this setting."
,"[24] Reyes-Coronado D, Rodriguez-Gattorno G, Espinosa-Pesqueira ME, Cab C, Coss Rd, Oskam G."
MBD,"As the latest piece of information, a synthetic peptide comprising residues 33–63 of ATP7B (i.e., peptide stretch just before MBD1) was found by NMR to interact at the interface between N- and A-domains despite the usage of a high concentration of the peptide (Yu et al. 2017b)."
Introduction,"We have previously shown that HMGA1 is a novel target of the ataxia-telangiectasia mutated (ATM) protein (Pentimalli et al., 2008), the main cellular sensor of DNA damage."
4.1. Cloning and sequence analysis of A. fumigatus GST open reading frames,"fumigatus, as has been postulated in other organisms (Hayes and Pulford, 1995), and also suggests there may be further, as yet undiscovered, GSTs in this fungus."
Method,"A number of studies report positive results using a combination of strategies to treat adolescents [46, 47, 60, 64, 65]."
4. Discussion,A second potential limitation is that the recovery rate of yeast was significantly lower in this study compared to results in studies which employed selective yeast media [6].
Methods,"After 50 min of acclimatization and cardiovascular recordings, measurements of the respiratory frequency (Rf) were also performed by using the whole-body plethysmography method (20)."
Methods,"To avoid difficulties in multiple-regression analysis resulting from highly interdependent traits (Mitchell-Olds and Shaw 1987), a single size index was calculated for each individual by taking the product of 2003 stem height and total leaf area."
METHODS,"Whole cell patchclamp recordings were performed at 30°C as described previously (20, 32, 37, 42, 45)."
1. Introduction,"Moreover, a neuroprotective role of estrogen in the nigrostriatal dopaminergic system is well supported by in vitro and in vivo studies using different toxin models, namely 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) [6, 7] and 6-hydroxydopamine (6-OHDA) [8-10]."
1 Introduction,Information workers typically rely on an ecosystem of desktop and portable computers that span both work and home to support a wide range of professional and personal tasks [1].
Discussion,"…in general, with the positive effects reported in other studies with regard to self-management programs, which were similar to the prob-
lem-focused approach of this study (Birk et al., 2004; Brody et al., 2002, 2005; Dahlin-Ivanoff, 2000; Dahlin-Ivanoff et al., 2002; Eklund et al., 2004)."
1. Introduction,"Some previous studies reported temporal and spatial variations of gaseous and particulate matter pollutants in China (Chai et al., 2014; Chen and Xie, 2014; Han et al., 2009; Johansson et al., 2007; Karar et al., 2006; Lewne et al., 2004; Li et al., 2014; Martini et al., 2015; Meng et al., 2009; Sun et al., 2013; Wang et al., 2008, 2014d; Zhang et al., 2014; Zheng et al., 2013), but detailedly observational data were scarce. Additionally, most of the studies were only limited in one single city or air pollutant. For example, based on dailymean concentrations of PM10, NO2 and SO2 for five fixed-site air monitoring stations in urban area of Guangzhou from 1 January 2001 to 31 December 2011, Li et al. (2014) analyzed timescale-dependent relationships between air pollution index (API) and a variety of meteorological factors by the wavelet analysis, and found temperature, RH (relative humidity), precipitation and wind speed were negatively correlated with API. Qu et al. (2010) also studied spatial distribution and interannual variation of PM10 mass concentrations reconstructed from API records over 86 Chinese cities between summer 2000 and winter 2006. Their results indicated PM10 concentrationswere the highest in northern China and the lowest in southern China. Recently, spatial–temporal variations ofmultiple pollutants have also been reported. Wang et al. (2014d) firstly analyzed variations of six criteria pollutants in 31 capital cities from March 2013 to February 2014 based on hourly mean data released by theMinistry of Environmental Protection (MEP) of China."
Discussion,"With the exception of OsCYCD6;1, all other rice D-type cyclins have the conserved LxCxE motif in their sequence (Menges et al. 2007)."
2. Background: Tessera Terrain and Models for Crustal Plateau Formation,"At the plateau margins, the fold fabric is commonly organized into long, wide, margin-parallel belts perpendicular to the trend of the pervasive extensional fabric [e.g., Bindschadler et al., 1992a, 1992b; Brown and Grimm, 1997; Gilmore et al., 1997, 1998; Ghent and Hansen, 1999]."
RESULTS,"PPR7, a Small PPR Protein in C. reinhardtii
PPR7 (Cre01.g048750) is one of the two unusually small PPRs in C. reinhardtii (Tourasse et al., 2013)."
Methods,We also used phylogenetic comparative methods that estimate phylogenetic signal and take the degree of phylogenetic signal into account when testing predictions (Pagel 1999).
Discussion,"Our results are consistent to the findings of a recent study by Khannoon et al.43, where higher sliding friction was measured on subdigital scales in Ch. calyptratus in contact with a glass bead than on scales of the dorsal side of the feet."
1 Introduction,"Therefore, we implemented the new method and compared it against a well established quadratic regularization method for unconstrained optimization introduced in [16]."
Discussion,"Over the last decade, international efforts have contributed to developing standards for evaluating autonomic functions that are currently represented by the ISAFSCI table (2012) [7]."
Traction vs comparison,"We found 2 studies investigating continuous traction for chronic NDR and MND (26, 34)."
Introduction,"rats and molluscs as definitive and intermediate hosts, respectively, whereas humans are accidental hosts infected through the consumption of raw or undercooked molluscs that contain the infective third stage larvae (L3) [2]."
Discussion,", 2005), those that have highlight the role of the pre-SMA, IFG, and putamen in processing specifically temporal information (Coull et al., 2004, 2008; Harrington et al., 2010; Morillon et al., 2009; Rao et al., 2001)."
Methods,"It is small (38 mm637 mm618 mm ), lightweight (925 g) and has been demonstrated to measure physical activity in children reliably when compared with heart rate monitoring [16] indirect [9] and room [4] calorimetry, and doubly labelled water [17] techniques."
Methods,"Structures used in the work
Four structures (Berman et al. 2000) were used in this work, representing the three functional states of calmodulin."
,To achieve such a vision we benefit from a national integrated system of community health services in which about 47 governmental medical science universities and their 400 affiliated research centers and research institutions are managed under the supervision of Ministry of Health and Medical Education (MOHME) (4-6).
1.5 The Mystery of the Sushi Repeats: GABAB(1) Receptor Isoforms,"…relative abundance in
different structures of the brain and spinal cord (Benke et al. 1999; Billinton et al. 1999;
Bischoff et al. 1999; Fritschy et al. 1999; Kaupmann et al. 1998b; Liang et al. 2000;
Malitschek et al. 1998; Poorkhalkali et al. 2000; Princivalle et al. 2000; Towers et al. 2000)."
METHODS,"CBF images (SCBF) with intensity in units of milliters per gram per minute were calculated (4,9) pixel by pixel using SCBF /T1 (Sc SL)/(SL (2 1)Sc), where SC and SL are signal intensities of the control and labeled images, respectively."
Introduction,"To prevent from counterfeit surgery, drug, procedure or site, Sandlin [18] proposed a RFID system called SurgiChip."
DISCUSSION,reported the same results.(9) The present study is a simplification and an improvement of the original ROLL technique.
DISCUSSION,"…cargo trafficking (Cai et al., 2011; Gallon et al., 2014; Lauffer et al., 2010; Lunn et al., 2007; Steinberg et al., 2013; Temkin et al., 2011; Valdes et al., 2011; Wang et al., 2013), and our results now suggest an additional unique property of this protein with respect to lipid headgroup…"
DISCUSSION,"The results found in present study confirm the studies carried out by Davison et al. (2008); Dollman & Lewis (2007) and Timperio et al. (2006), which point out the existence of a tendency of boys to commute actively more often than girls."
2.2 Behavior and Mission of Autonomous System,"The mission, as defined in (Rüdiger et al., 2007a), is thus just a special trajectory or behavior inB."
,"1995), and exerts psychostimulant and memory-reinforcing properties (Ladurelle et al. 1997; Léna et al. 1999; Sebret et al. 1999); it B."
INTRODUCTION,"However, localization of additional
γ-tubulin that surrounds the centrosomes only during mitosis does require microtubules (McNally and Thomas, 1998; Khodjakov and Rieder, 1999)."
Background,", it may add half-siblings, step-siblings, and grandparents of step-siblings) and therefore lead to negative implications for children (Brown et al. 2015)."
,"…landscapes of food systems as well, like sugar (Bro 1999), meat (Moller and others 2003), fish oil (Pedersen and others 2002), milk (Boubellouta and Dufour 2008), yogurt (Christensen and others 2005), cheese (Christensen and others 2003), wines (AiradoRodriguez and others 2009),…"
Methods,"To analyze distribution of transported substrates into mitochondria of NRK-52E cells, subcellular fractions were separated by digitonin fractionation (Lash et al., 1998)."
4. Discussion,"Several of the congenital malformations associated with carbimazole exposure observed in this study, including aplasia cutis, choanal atresia, tracheo-oesophageal fistula, omphalocele, patent vitellointestinal duct, nipple abnormalities, and dysmorphic facies, have previously been reported in association with carbimazole/methimazole exposure in utero [9]."
Introduction,"In these and other studies (e.g. Andersen and Beyer 2006; Maury et al. 2007; Law et al. 2009; Blanchard et al. 2009; Hartvig et al. 2011), the McKendrick–von Foerster equation is used to model the predation and the consequent predator growth that moves biomass through the ecosystem (McKendrick…"
DISCUSSION,"Furthermore, similar to an early study by Thiriet and colleagues (10), Boiselle and colleagues have recently demonstrated that the highly collapsed trachea (>50% in cross-sectional area) on dynamicexpiratory CT scans, which is concordant with the current diagnostic criteria of TM/TBM, is frequently observed in subjects with normal lung function (9)."
Methods,"Although there are herbivores such as snowshoe hares, red squirrels and microtine rodents at this site, understory composition is more affected by the limited soil nutrients than by herbivores [34]."
Discussion,"In reference to MDMA, the lethal dose—50 in male albino mice—was almost 5 times lower in aggregated than in isolated conditions (Davis et al., 1987)."
INTRODUCTION,We and others have characterized the biochemistry of serum-derived sMHC and shown quantitative differences between individuals of different human leukocyte antigen (HLA) haplotypes [4–7].
1. Introduction,"ISCA 2012 paper [66], simply adding more banks to the memory subsystem comes at signi cantly high costs or reduced performance regardless of the way it is done: more banks per chip, more ranks per channel, or more channels."
Catechol estrogens,"These results differ from those of Goodman et al. (2002) but are in agreement with two other studies (Lachman et al., 1996; Syv√§nen et al., 1997)."
METHODS,"The PCR product was digested with AgeI/NotI and ligated between the G and the L gene (similar to Roberts et al., 1999) into the vectors pVSVCT-1 and pVSVCT-9 (Schnell et al., 1998), which had been digested with XmaI/NotI."
Materials and Methods,"Thirty-one additional bindin sequences of E. viridis and 16 of E. vanbrunti (accession numbers AY451276–AY451323, McCartney and Lessios 2004) were included in the analyses."
Methods,"EEG analyses
the analyses of oscillatory activity were conducted according to previously published methods (e.g., see arzy et al. 2010; Bernasconi et al. 2011)."
Caffeine breath test,"Because the doses of labeled caffeine were adjusted to body weight, the 13C enrichment values were recorded without body weight normalization [14]."
1. Introduction,"A recently proposed criterion selects the cut-point maximizing the classification concordance probability, which is equivalent to a product of the associated sensitivity and specificity [6]."
4. DISCUSSION,"Other studies, on the contrary, reported opposite results, supporting a link between beta-cell function and long-term complications [9,10], which may be exerted indirectly, through better metabolic control [9,13]."
3.3. Chemical oxygen demand removal,"This is comparable to results obtained by GonzaÃÅlez Benito et al. (1997), who conducted laboratory batch tests to determine the ability of Trametes versicolor to treat molasses-based distillery wastewater."
4.1 Introduction,"Data Centric Storage (DCS) [24, 27, 42, 56] is a prominent data-storage and queryprocessing mechanism on Wireless Sensor Networks (WSNs)."
