sectionName,string
1.2.3 Data-Centric Storage,"DCS was initially proposed in [56], where a geographic hash table (GHT) is used to determine the location of storage nodes."
DISCUSSION,"Because a7 subunits are glycosylated (Gotti et al., 1992; Chen et al., 1998) and possess several phosphorylation consensus sites (Seguela et al., 1993), differences in oligosaccharide trimming or phosphorylation could cause the different a7 subunit pI values."
2. Methodology,"‚Ä¶and complex nature, the PCM model with RB3LYP or RHF method has been used to simplify the optimization of some compounds in the GAUSSIAN 98 program (Becke, 1992a, 1992b, 1993, 1996; Foresman & Frisch, 1996; Frisch & Foresman, 1998; Hehre et al., 1986; Larid, Ross, & Ziegler, 1996; Miertus &‚Ä¶"
"3.1 Gradient, Color, and Shape Match Kernels","Match kernels defined over various pixel attributes provide a unified way to generate a rich, diverse visual feature set, which has been shown to be very successful to boost recognition accuracy [6]."
Introduction,"Amyloid-b peptides were reported to enhance vasoconstriction, reduce cerebral blood flow and
impair both functional hyperaemia and cerebral autoregulation in mice transgenic for mutant human amyloid-b precursor protein (APP) (Niwa et al., 2001, 2002a, b)."
Results,"exposed to an electric field, rapidly fixed as described (Kindzelskii and Petty 2000), then labeled with FLDHP, showed intense and localized labeling of the lamellipodium (Fig."
1. Introduction,"RBPs contain one or several characteristic RNA-binding motifs that specifically interact with RNA [5,9–11]."
Methods,"Sequence identities were determined by pairwise alignment with the European Bioinformatics Institute¬¢s EMBOSS (www.ebi.ac.uk) application using the Needleman andWunsch algorithm (Needleman and Wunsch, 1970)."
Introduction,"Given that evaluation of maize RSA directly in the soil is difficult, RSA characterization is usually performed with seedlings grown in paper rolls, in hydroponic systems or on gelbased plates (Liu et al. 2008; Hund et al. 2009a, b; Kaeppler et al. 2000; Tuberosa et al. 2002)."
DISCUSSION,"The results of the present study, in combination with previously reported studies [Tao et al., 1996], indicate that a low level of persistent lytic infection due to EBV may occur in the nasal mucosa."
Discussion,"This is interesting in relation to the result from our previous CGH study (comparing the number of significantly hybridizing probes on the microarray) that showed high sequence divergence on the Z chromosome between the common whitethroat and the zebra finch [62]; and such patterns are also found in other species [48,51,69]."
Introduction,"…an enormous diversity of anamorphic fungi growing on rotten wood and dead branches in tropical forests of southern China, and several mycological investigations dealing with many new species collected in this region have recently been published (Yuan&Dai 2008; Zhang et al. 2009; Dai et al. 2009)."
3. EXPERIMENTS,"In addition, as can be seen in the table, CLM which integrates a decay function outperforms the models, i.e. GLM and EQE, that do not use one."
Methods,"Then path curvatures were interpolated using the Loess local smoothing technique (Cleveland, 1979; Cleveland & Devlin, 1988)."
,"Minimization weights w , which results in the flatness property of the weights, is intended for reducing overfitting of the data and minimization of bad generalization effects [8]."
Discussion,"This process is controlled not only by the protein-coding segments of the genome but also by non-coding regions, including loci that produce small RNAs (Grivna et al., 2006; He et al., 2009; Thomson and Lin, 2009)."
Background,"Anandarajah and Hight [10] note that spiritual distress occurs when a person is “unable to find sources of meaning, hope, love, peace, * Correspondence: joaopaulocsolano@uol."
2. Methods,"In addition, the Manual Ability Measure (MAM-16) [35] and Edinburgh Handedness Inventory [36] were completed by both patients and controls."
Methods,"Immediately after the capture of an image, we took a second photograph of the color standard placed in the same location and photographed under the same lighting as the subjects (i.e., the “sequential method”: Higham 2006; Bergman and Beehner 2008; Dubuc et al. 2009; Stevens et al. 2009; Higham et al. 2013)."
2. Method,"In order to look for coupling between foetal and maternal heart rate, we used a model-based approach that follows the idea of the Granger (1969) causality."
4. Discussion,"It was related for females of Bitis nasicornis (Marsh and Glatston, 1974), Crotalus adamanteus (Mebs and Kornalik, 1984), and Calloselasma rhodostoma (Daltry et al., 1996a, b) the production of an extra venom component that is absent from conspecific males analyzed by electrophoretic profiles."
INTRODUCTION,"…first discovered, were thought to function as appetite promoters (Sakurai et al., 1998), and it was then found that their impaired system initiates narcoleptic symptoms (Chemelli et al., 1999; Lin et al., 1999; Mieda and Yanagisawa, 2002; Sutcliffe and de Lecea, 2002; Sakurai, 2005; Nishino, 2007)."
Results,"Specifically, Irgm3 was shown to localize to LDs in IFNc-treated dendritic cells [26]."
1 INTRODUCTION,"On the other hand, there are research works on the design of graph-based routing algorithms [3], [16], [17], [18], [19], [20], [21], [22], [23] to deal with the void problem."
