sectionName,string
,ovulation and amenorrhea.(16) Environmental compounds that possess steroidogenic(17) or anti-steroidogenic(18) activity affect onset of puberty and reproductive function in adulthood.
Methods,"Primary antibodies were incubated for 1 hour and secondary antibodies for 30 minutes (7, 8)."
INTRODUCTION,"Furthermore, PRRs are also involved in the control of hypocotyl elongation and flowering time (Makino et al., 2002; Matsushika et al., 2002, 2007b; Sato et al., 2002; Kaczorowski and Quail, 2003; Murakami et al., 2004)."
RESULTS,"increasing proportion of cells recorded in the sub-G1 phase with increasing concentrations of arachidonic acid (Dymkowska et al., 2006)."
Introduction,"The stability of these societies depends on individuals’ decisions governing group membership, which are intimately related to individuals’ costs and benefits of living in the group (Danchin and Wagner 1997; Clutton-Brock et al. 1998; Buston 2003a)."
Characterization of Brain Dynamics,"For example, it has been shown that auditory sources result in broad activation patterns in the mid sagittal plane (Van Veen, 1997; Quraan and Cheyne, 2008; Quraan and Cheyne, 2010)."
INTRODUCTION,"2005) without reservation and none of the features invoked by Jaeger et al. (1999) have been reassessed or challenged in detail, with the exception of the character analysis by Gunnell and Miller (2001). This defining list of traits overlaps considerably the battery of features long used to support the adapid-anthropoid hypothesis and now regarded as likely convergences (e.g., Rosenberger et al. 1985). Kay et al. (2004) also added to the basic argument of Jaeger et al."
HIT Barriers and Facilitators to Implementation Research,"We identified three major categories of barriers that, if resolved, would facilitate HIT use: (1) lack of local patient-level clinical data in VA-wide databases; (2) lack of VA-wide data in a standardized and analyzable format; (3) gaps in capture of clinical data in the EHR."
3.1. ASL Phonology,"Modeling phonology helps to keep both speech and ASL recognition tractable [25, 33], because there is only a small, limited number of phonemes, as opposed to the unlimited number of words and signs that can be built with them."
Introduction,"It was shown that cathepsins are also present in other insects, e.g. Helicoverpa armigera (Yang et al., 2006) and Bombyx mori (Gui et al., 2006; Lee et al., 2009) and are involved in programmed cell death during metamorphosis."
Video Collection and Editing,"Combining more video clips improves the accuracy of the estimated data (Krosshaug and Bahr, 2005), and previous research also succeeded in motion reconstruction using somewhat blurry images (Koga et al., 2010)."
Results,"Bimodality has been described in the propulsion literature with the first peak, termed the impact spike, caused by the user forcefully contacting the pushrim at the beginning of the push phase (Robertson et al., 1996; Cooper et al., 1997)."
Results,"Furthermore, MMP-2 and -9 are expressed and secreted by astrocytes (Gottschall et al., 1995; Muir et al., 2002) and induced in the presence of A (Deb and Gottschall, 1996; Deb et al., 2003)."
3 Experiments,"For English, we used external embeddings of Dyer et al. (2015) learned using the structured skip n-gram approach of Ling et al. (2015), for Chinese, we used external embeddings produced with the neural language model of Bengio et al. (2003)."
Results and discussion,"A study by Rohwerder et al [35] investigated the degradation pathway of 2-hydroxyisobutyric acid (2-HIBA), an intermediate in the degradation pathway of MTBE."
Results,"Titan and typical C. neoformans cells have different cell wall composition
In vivo C. neoformans cells vary in size, from cells less than 3 μm in cell body diameter to cells more than 100 μm in diameter (Feldmesser et al., 2001; Okagaki et al., 2010; Zaragoza et al., 2010; Alanio et al., 2015)."
Introduction,"Sechium edule fruit extract contains non-phenolic alkaloids, saponins, sterols, triterpenoids (Salama et al. 1986) and glycosylated flavonoids (Siciliano et al. 2004) that confer its anti-inflammatory (Salama et al. 1987), antihypertensive (Gordon et al. 2000), antimicrobial (Ordo~nez et al. 2003),…"
Effects of Discourse Stages on Adjustment of Reference Markers,"Another important difference between the study by Hendriks et al. (2014) and the current study is that to elicit the
Frontiers in Psychology | www.frontiersin.org 14 February 2018 | Volume 9 | Article 176
narratives, they showed their images one at a time (i.e., successive presentation in a…"
Discussion,"Artificial reefs made of various materials also provide a large shaded surface that A. coerulea planulae prefer (Holst & Jarms, 2007; Hoover & Purcell, 2009; Duarte et al., 2012)."
Discussion,"Although our results are in accordance with earlier studies giving prevalence rates between 4 and 8% using NIH criteria (Knochenhauer et al., 1998; DiamantiKandarakis et al., 1999; Michelmore et al., 1999; Asuncion et al., 2000; Azziz et al., 2004; March et al., 2010; Moran et al., 2010a,b; Sanchon et al., 2012), we found higher figures than previous studies using Rotterdam criteria (Chen et al."
METHODS,"To analyze the statistical correlation between measures of the CT and schizophrenic psychopathology (measured by PANSS), we calculated a Spearman rank correlation within the first-episode schizophrenia (or SZ) patient group."
Results,"…the antiapoptotic effects of endothelin in olfactory mucosa primary culture
We had previously found that ET-1 could limit serum deprivationinduced apoptosis in OM primary culture, and gap junction uncoupling has been described to be neuroprotective in the central nervous system (Lin et al., 2003)."
4.4.3 Drag-Suit Training,[35] showed no significant improvement in swimming performance while wearing a drag suit for 5 weeks compared with the control group.
1234567890123456789012345678 1234567890123456789012345678 1234567890123456789012345678,", which is known as ge particle of the CA 54 [3, 12], should be rather considered as a complex object, since it is a kind of breather – arises from interaction between two simple particles represented by ERs ."
Methods,"0 [113,114] was conducted using 100 random addition replicates and was based on a heuristic search using the tree bisection-reconnection (TBR) option; the best fit substitution model parameters were applied."
RESULTS,"…acids, are quantitatively taken up by intact cells or isolated mitochondria, the only relevant way of expressing their effective “concentration” is per mg protein of the biological material used rather than per volume
of the incubation mixture (Dymkowska et al., 2006; Schönfeld & Wojtczak, 2007)."
Discussion,The present results were also consistent with other reports suggesting that CCND1 plays an important role in the occurrence and development of OLP [36‚Äì38].
Discussion,"…or live/dead assay (Bedaiwy et al., 2003, 2006; Martinez-Madrid et al., 2004; Arav et al., 2005; Courbiere et al., 2005, 2006; Imhof et al., 2006; Baudot et al., 2007), assays of apoptotic markers (Bedaiwy et al., 2003, 2006; Martinez-Madrid et al., 2007) and the cellcycle marker Ki67 as well as…"
Introduction,"To certain plant species, an explant origin of a species is not specific for the successful regeneration of transformed cells via Agrobacterium-mediated genetic vector (Sangwan et al., 1991a, b, 1992;Ducrocq et al., 1994)."
Introduction,"Energy landscapes and metabolic rates in these types of habitats have been assessed through modelling based on the chemical endmember composition of HFs and ambient SW (Tivey, 1995; McCollom and Shock, 1997; McCollom, 2000, 2007; Shock and Holland, 2004; Amend et al., 2011; LaRowe et al., 2014)."
Results,"Although activation was eventually attributed to the action of IFN-g and TNF-a (34), we postulated that some of the increased resistance may be induced directly by bacteria."
7.3.2 Our Construction,"Steps 3(c) to 3(f) can be done efficiently using techniques of Camenisch, Hohenberger, and Lysyanskaya [49]."
,"1 3 surgery after ESD, and those who were followed up but received no additional treatment after ESD [17]."
6.2. Setup,"They are: Slope One, Regularized SVD, Improved Regularized SVD, SVD++, NMF, BPMF, RBM-CF, AutoRec and Mean Field."
4. Discussion,"…disulfide bonds formed by conserved pairs of Cys residues not only play a role in maintaining the 3D protein structure but also contribute to the bioactivity of PRL, e.g., the mitogenic activity in NB2 cells (Luck et al., 1992) and osmoregulatory ability in urinary bladder (Doneen et al., 1979)."
RESULTS,"Stimulation of cardiac respiration is known to decrease steady-state levels of NAD(P)H (35), but BDM did not affect the response of NAD(P)H to ADP (data not shown)."
Introduction,"Poultry, especially turkeys, are extremely sensitive to the toxic effects of AFB1 (Rawal et al., 2010a; Carnaghan et al., 1966; Arafa et al., 1981; Giambrone et al., 1985; Huff et al., 1986; Kubena et al., 1995; Klein
et al., 2000), which was first demonstrated when this mycotoxin was discovered as…"
2. Methods,"The Arriaga method is conceptually simple and easy to interpret and has been widely used to decompose life expectancy differences in the United States and elsewhere [2, 24–26, 30]."
Discussion,"Similar results have been demonstrated under metformin treatments in different breast cancer cell lines [7, 8]."
Introduction,Zif268 was chosen here since it is a transcription factor well characterized for its role in synaptic plasticity and memory processing (Bozon et al. 2003) and has been shown to be crucial in instrumental learning (Maroteaux et al. 2014).
,"Studies report that 10–25 % of healthy individuals are nonresponders to lutein supplementation using HFP [13, 16, 17] or RRS [35] mea-"
Methods,Example networks for some breeding units were drawn using an R package latentnet (Krivitsky and Handcock 2008).
Introduction,"For nanotechnology and nano-foods, Siegrist et al. (2007) created a hypothetical model where Swiss consumer’s social trust (in nanotechnology producers) impacted perceptions of nanotechnology food information, which in turn fed into consumer benefit and risk perceptions, ultimately determining…"
Results,"Catecholamines, and particularly DA, are believed to increase the efficiency of cortical processing by augmenting the signal-tonoise ratio or gain within cortical networks [4,37–39]."
Introduction,"It has been generally accepted that planted wetlands outperform unplanted filters, and there is a positive correlation between plant uptake and nutrient removal from agricultural treatment wetlands (Comin et al., 1997; Huett et al., 2005; Gottschall et al., 2007)."
Methods,"The valence electron occupation of the double dot was (2,1) or (1,2), as confirmed by magnetospectroscopy measurements30."
Results and discussion,"However, the broad substrate specificity of the AtPLT5 and
the unchanged phenotype of Atplt5-knock-out plants make it difficult to speculate on the physiological role of AtPLT5 (Klepek et al. 2005; Reinders et al. 2005)."
Metabolism,"Reduction of the pentavalent to the trivalent forms can also be catalysed by GSTO1-1 or non-enzymatically (Cohen et al., 2006; Tapio and Grosche, 2006)."
1. Introduction,"The standard target for dystonia in children is the internal globus pallidus (GPi) [2], based on use of this target to reduce dyskinesias in patients with Parkinson’s disease."
Introduction,Both healthy and sick people increasingly use electronic media to obtain medical information and advice [1].
Discussion,"There is evidence showing the feasibility of using screening tools at primary health care level in Zimbabwe [34, 41, 44, 60] but these tools are not integrated into HIV care programs."
