sectionName,string
Results,"CDDO-Me is a synthetic triterpenoid that was under phase III clinical development for the treatment of advanced chronic kidney disease (37, 38) However, due to adverse events in the phase III clinical trial, further development of CDDO-Me was terminated (39)."
DISCUSSION,"Nevertheless, previous studies from the same setting in 2011 [23], and subsequently in 2012–2014 [38], persistently identified a role of B."
INTRODUCTION,"Efficient phytoextraction species should translocate high quantities of heavy metals (HMs) into their aboveground biomass without toxicity symptoms, and at the same time produce large amounts of biomass (Vangronsveld et al., 2009; Luo et al., 2016)."
DISCUSSION,"…from the word meaning in a color–word Stroop task (Fan et al., 2003; MacDonald et al., 2000; MacLeod, 1991) or from flankers in a flanker task (Fan et al., 2003; Casey et al., 2000; Botvinick et al., 1999; Cohen & Shoup, 1997; Eriksen & Eriksen, 1974)] can be estimated as less than or equal…"
4 Discussion,"A region with considerable high lead occurrence is the Beaufort Sea which is in accordance with the results ofMiles and Barry(1998). Rigor et al.(2002) described the ice drift in the Beaufort Sea, which follows the rotational movement of the Beaufort Gyre."
Results and Discussion,This hypothesis is supported by the previous studies indicating that RAN was targeted by vesicular stomatitis virus to block transport of RNAs and proteins between the nucleus and cytoplasm of Xenopus laevis oocytes [50].
Methods,"Oral disposition index (DI), a measure of pancreatic b-cell function in response to ambient insulin sensitivity, was calculated as: INS0‚Äì60/GLC0‚Äì60 9 Matsuda index (Abdul-Ghani et al. 2006; Miyazaki et al. 2008)."
Introduction,"Most of these atlases are based on a single animal (Cannestra et al., 1997; Saleem and Logothetis, 2006; Van Essen, 2002, 2004); while others are based on small samples of 6–12 animals (Black et al., 2001a; Black et al., 2001b; Greer et al., 2002; Vincent et al., 2007)."
3.2. Simultaneous protein extraction and enzymatic saccharification,"Approximately 1/3 of the glucan in DGS is starch, indicating the need for amylase as well as cellulase (Kim et al., 2008a)."
RESULTS,"Using this strategy, we generated HA-tagged chimeras encoding the N-terminal domain of PR NS1 fused to the C terminus of Tx NS1 [PR(1-80)Tx(81-230)] and vice versa [Tx(180)PR(81-230)]."
DISCUSSION,A growing number of animal studies showed that imaging or therapeutic agents larger than the BBB’s exclusion threshold of 400 Da could be successfully delivered by FUS with microbubbles (Alonso et al. 2013; Choi et al. 2007; Choi et al. 2010a; Hynynen et al. 2001; Kinoshita et al. 2006; Marquet et al. 2014; Shen et al. 2014).
,"This supports and complements the recent results of Baik, Deift, and Johansson (1999), who apparently knew of the monte-carlo results of Odlyzko and Rains (2000)."
DISCUSSION,"While previous pharmacological studies of AVP have often yielded ambiguous anxiety results, the most consistent data on the effects of AVP is the stimulation of a stereotypy of scratching and autogrooming (Meisenberg, 1988; Moody et al, 1988)."
Discussion,", 2010) and Zn (Religa et al., 2006) have been observed in the cortex of human AD patients."
Methods,"oped a new scoring system based on consensus between clinicians that allows better correspondence between the vastly adopted CBCL scale and the currently employed DSM-IV diagnostic criteria [3, 4]."
Introduction,"The commercial vaccines, Gavac and TickGARD, contained the recombinant R. microplus Bm86 gut antigen (Willadsen et al. 1989; Rand et al. 1989; Rodríguez et al. 1994; de la Fuente and Kocan 2003; de la Fuente et al. 2007a)."
Methods,"Neuropsychological testing
Participants completed the World Health Organization (WHO)/NIMH/UCLA international battery (Maj et al. 1993, 1994) consisting of measures designed to assess the following skills: motor speed and fine motor control, verbal and visual memory, attention, and cognitive…"
,"These morphologic findings in nonhuman primate fetuses are comparable with early anatomic descriptions of the DV morphology in human fetuses.(9,11,14,15) The intrahepatic BPV in nonhuman primate fetuses possess a well-organized media with a higher density of smooth muscle cells than the isthmic portion of the DV."
,"We can then use Uppaal [12] to check the satisfiability of φ over finite timed words, or LTSmin [10] with opaal front-end to check satisfiability over infinite timed words."
Methods,"The fiber length distribution and coarseness were measured using a fiber quality analyzer (FQA, OpTest Equipment Inc., Hawkesbury, Canada) with an average of 5,000 fibers analyzed as previously described (Ju et al. 2013b)."
DISCUSSION,"We will therefore continue to use the previously suggested nomenclature of hKL (Dioumaev and Braiman, 1997a) to indicate the “late” or “last” hK intermediate, which relaxes directly to hL in the room-temperature photocycle and which is the structural analog of KL (or KL) in the bR photocycle."
Discussion,The single study we examined that was limited to trials initiated after the ICMJE statement still found primary outcome inconsistencies in 15 of 55 (27 %) included trials [16].
4.3. 9 Points of Light,[11] take the simplest possible approach to constructing a subspace which captures the variation in illumination.
Introduction,"The defects of yeast ubc9-1
mutants in the degradation of B-type cyclins may also indicate a link between SUMOylation and ubiquitin-mediated proteolysis (Seufert et al
., 1995)."
Discussion,"recent studies have shown that lifetime incidence could be as high as 25 % [1, 5]."
Methods,"MacLeod, personal communication) in a small, isolated mountain range (Cerros del Sira) in Huánuco department (Herzog and Kessler 1998; MacLeod et al. 2006; BirdLife International 2011d; Gastañaga Corvacho et al. 2011). Gastañaga Corvacho et al. (2011) presented evidence for elevating both subspecies to species rank, which is followed here."
Background,"A recent qualitative study explored the views of individuals living with SCI towards the descriptive systems of six established instruments (15D, AQoL 8-dimension questionnaire (AQoL-8D) [28], EQ5D-5L [29], HUI, QWB-SA [30] and the SF-36v2 [31]) [32]."
Background,"By modulating the membrane conductance of the postsynaptic neurons, tonic inhibition greatly influences the excitability of single neurons as well as networks [14]."
Discussion,"At the same time, Snail also regulates the transcription of Ncadherin [21, 22]."
6 Experiments,An extensive survey of features for quality flaw recognition has been provided by Anderka et al. (2012). We selected a subset of these features for our experiments and grouped them into four feature sets in order to determine how well different combinations of features perform in the task.
,Andean uplift was one of the major drivers of biodiversity organization in South America (Gentry 1982; Jørgensen & Le on-Y anez 1999; Antonelli et al. 2010; Hoorn et al. 2010).
3.3.3 Numerical Experiments,"Since the elements of the p √ó p coefficient matrix in VAR model should be estimated and determined whether they are zero or not, we use Lasso for sparse learning like BSSMVAR."
Introduction,This issue has very little been studied in the context of reproductive outcomes (Brauer et al. 2008).
10 2.1. RHYTHMIC MOVEMENTS,"However, evidences of CPGs structures have been proposed for human (Duysens and Van de Crommert, 1998; Marder, 2000), initially for locomotion while recent insights suggest that the concept of CPG applies to the upper limb as well (see e.g. Dietz, 2002; Zehr et al., 2004; White et al., 2007)."
,A MANET [14] consists of a set of mobile wireless terminals forming impromptu networks on the basis of nodes’ encounters while they move in a shared ph ysical environment.
8 Final remarks,The regularization method introduced in [16] and our present regularized method were conceived with quite different purposes.
DISCUSSION,"Antibody-specific escape mutations in HIV-1 typically occur within the epitope targeted by the antibody (Andrus et al., 1998; Diskin et al., 2011; Horwitz et al., 2013; Klein et al., 2012; West et al., 2013), although allosteric mutations may also alter antibody binding in some cases (Bradley et…"
INTRODUCTION,"Patients with hyperuricemia often have glomerular hypertrophy and tubule interstitial injury independent of intrarenal crystal formation [6, 7]."
Discussion,"However, these results are in contrast to those studies that suggest that only osteocytes are capable of stimulating osteogenesis (Heino et al., 2004; Hoey et al., 2011)."
Introduction,"mine (DA), norepinephrine (NE), and serotonin (5-HT) reuptake, and the enhanced monoaminergic signals lead to addictive behaviors (Ritz et al. 1990; Ritz et al. 1987)."
Results and discussion,"However, this was inconsistent with the investigations that showed a generally higher abundance of the tryptophan-like components in Lake Taihu than in its tributary samples (Yao et al. 2011; Zhou et al. 2015)."
Results,"SphK1 was found over-expressed in ovarian cancer [30, 31], participating tumorigenesis and tumor cell resistance [30–32]."
Introduction,"The most common carboxylates in root exudates (citrate, malate, malonate, acetate, fumarate, succinate, lactate and oxalate) are primarily involved in respiration, stomatal regulation and other metabolic pathways (Rengel and Marschner 2005)."
Introduction,"Typically however, when a fungus was isolated from a seed, it was the only isolate, and roughly 74% seeds were free of all culturable fungi (Shipunov et al., 2008)."
INTRODUCTION,Anderson and von Meyenburg (1) likewise observed that the specific rate of respiration by E.
6 Classic algorithms for bisimilarity over finite labelled transition systems,"1 The stratified bisimulation relations (Milner, 1980; Hennessy and Milner, 1985) ∼k⊆ Pr× Pr for k ∈ N are defined as follows:"
Introduction,"In an attempt to overcome this limitation, Achenbach, Dumenici, and Rescorla [4] developed a new scoring system based on consensus between clinicians that allows better correspondence between the vastly adopted CBCL scales and the currently employed DSM-IV diagnostic criteria."
INTRODUCTION,"CGRP increases the proliferation of osteoblasts (9,17), prevents bone loss when delivered systemically to ovariectomized (OVX) rats (18)."
1. Introduction,"GSH/GSSG, reduced PC/oxidised PC, and reduced Protein/oxidised Protein) can protect cells from oxidative damage (Tsuji et al., 2002), this produces an imbalance in the redox status that may lead to other unwanted effects such as changes in intracellular pH, which is, to our knowledge, an effect that has not been explored to date."
Juvenile survival and dispersal,"The persistence of arctic ground squirrels in the low elevation-meadow and alpinemeadow habitats in 2008–10, and the simultaneous extirpation of ground squirrels from the boreal forest since 1998 (Donker and Krebs 2011), provides supportive evidence that the boreal forest is functioning as sink habitat for arctic ground squirrels."
Discussion,"As previously demonstrated by our group (20), the BHT model resembles human UIP because of clear evidence of alveolar collapse and chronic scarring, typically patchy subpleural or paraseptal distribution, evidence of active fibrosis as fibroblastic foci, and intervening normal areas."
Discussion,"In agreement, repression of Fgf signalling results in a similar but much stronger phenotype compared to down-regulation of Satb1, with all ICM cells expressing EPI lineage markers (Frankenberg et al., 2011; Yamanaka et al., 2010)."
Keywords:,"Our results are in agreement with previous ones (Gabrielson et al., 2002; Al-Bakri and Afifi, 2007), so that such assays seem to be not particularly useful for enterococci."
Anthropometric Measurements,"’s [14] study had an exercise regimen consisting of a variety of endurance activities which included a cross-training mix of treadmill walking/jogging, stationary cycling, seated rowing, stationary stair climbing and weight training."
Triplex and quadruplex systems,"movements that are relevant to late stages of folding, as described elsewhere (60,78)."
Results and discussion,"This is regarded as the onset of the average Si-O coordination number increasing from 6 to 6+ (“6+-fold (Si)” in this figure) in each glass (see Murakami and Bass 2010, 2011)."
4. DISCUSSION,"Demonstration of intrathecal immunoglobulin and antibody synthesis are powerful tools for diagnosis of neurological disorders, as has been shown for multiple sclerosis and several infectious diseases of the CNS (Reiber and Lange, 1991; Felgenhauer and Reiber, 1992; Andersson et al., 1994; Tumani et al., 1995; Reiber and Peter, 2001)."
Discussion,"‚Äö√Ñ¬∂in cuticle thickness reported
 here is in agreement with other studies which show that cuticle thickness increases (e.g. Gratani and Bonito 2009; Varone and Gratani 2009) and wax formation continues (e.g. Bukovac et al. 1979; Gu√É√†lz et al. 1991; McWhorter et al. 1990) throughout leaf expansion."
Methods,LASTZ represents a new implementation of the previous BLASTZ (30) algorithm and includes several improvements (29).
2.1 Resummation of threshold logarithms at NNLL,"each capture the contributions of classes of radiation effects: hard, collinear and wide-angle soft radiation [34–39]."
5.3 Experiments on the IC model,"We compare SISI with the dynamic programming algorithm, temporarily called k-effector, in [21] when the infection process follows the IC model."
5. METHODOLOGY,Figure 6 shows the segmentation of the AVG page with the implementation of the BOM approach.
Methods,"The membrane fluorescence and lipid fluidity of cells were measured in accordance with the method described by Shinitzky and Inbar [30, 31]."
,"On the other hand, transgenes were expressed in the central nervous system and in the retina, tissues where collagen VI was not detected (Marvulli et al., 1996)."
Lynn B. Martin II and Lisa Fitzgerald,", 2003), none identify specific mechanisms by which successful invaders establish and expand their new ranges (Ehrlich, 1989; Mack et al., 2000; Viet and Lewis, 1996)."
Results,"The update rule above is a special instance of a more general experience-weighted attraction rule [12, 18], which has been shown to be in reasonable agreement with experimental data on human learning in repeated games."
Introduction,RNA molecules are extremely sensitive and easily degraded by ribonucleases (RNases) or contaminated by genomic DNA during the isolation process (Schroeder et al. 2006).
Discussion,"The third model, which assumes unrelatedness, accounts for the possibility “that the blunted VS response as observed in individuals with ADHD is related to additional disease-related factors and not trait impulsivity per se” (20)."
3.4 Implementation Details,"For the linguistic feature extraction phase we wrapped several state-of-the-art NLP tools: Stanford CoreNLP12 for POS, NERC, TERN, and coreference resolution; mate-tools13 for DP and SRL, with mappings between frame resources from the Predicate Matrix [10]; DBpedia Spotlight14 for EL; and, UKB15 for WSD."
RESULTS,"Firstly, the intracellular phosphoprotein networks investigated (pathways or single mediators integrating signaling through several pathways) are important for downstream signaling from growth factor receptors commonly expressed by primary human AML cells [12, 13]."
Immunohistochemistry and histology,"For cartilage staining, embryos were fixed for 2 hours to overnight in buffered 4% formaldehyde, rinsed briefly in distilled water and transferred directly into a 0.1% solution of Alcian blue to stain overnight (Dingerkus and Uhler, 1977)."
Discussion,"This probably contributes to a fast down-regulation of the fulllength ABI3 in ripe seeds, which is necessary to inhibit the seed maturation program in germinating seeds (Sugliani et al. 2010)."
4 Implementation,"In the first pass, we display the diffuse lobe of the BRDF through spherical harmonic environment map rendering [Ramamoorthi and Hanrahan 2001]."
Methodology,"Scientometric studies employing bibliometric analyses have been used on many occasions to study scientific specialty profiles (e.g., Rorissa and Yuan 2012; Bajwa et al. 2013; Sanz-Casado et al. 2013) and domain mapping (e.g., White and McCain 1998; Reid and Chen 2007; Liu et al. 2015)."
Introduction,"During this differentiation, the bacterium forms a cytoplasmic region of size half the cell’s length and a large periplasmic region with a small invasion tip (Iwatani et al., 2005)."
Introduction,"This condition has been described variously, as intramural coronary artery, mural coronary artery, coronary artery overbridging, and most commonly myocardial bridging (MB) (Canyigit et al. 2009; Lazoura et al. 2010; Mohlenkamp et al. 2002; Montaudon et al. 2007; Ozbag et al. 2002; Ozbag and Kervancioglu 2004)."
1. Introduction,", 2010), and consequently breast biomechanics research has made recommendations to wear a high level of breast support (sports bra) when exercising to reduce breast pain (Bridgman et al., 2010; Scurr et al., 2010; White et al., 2009)."
