sectionName,string
Discussion,"…when inhibition is quantified as the per cent suppression of an MEP, a small test response of 0.3 mV is less susceptible to SICI at 2.5 ms than a larger response (Sanger et al. 2001; Roshan et al. 2003) because SICI depends on the inhibition of late I-waves that are only recruited in larger MEPs."
BACKGROUND,"This is consistent with prior research that considers individuals as navigating a turbulent career environment, forcing them to draw from multiple sources of developmental support ( Higgins and Kram, 2001 )."
1 Introduction,"Gouveia and Martins [7] reviewed exact and lower bounding schemes, including earlier works of Gavish [4, 5], the branch-and-bound algorithm of Malik and Yu [10], the Lagrangean relaxation approach of Gouveia [6], and the cutting plane method of Hall [9]."
1 Introduction,"In state of the art schemes [16,5], a warrant ω is either the concatenation of all permitted messages or an abstract description of the message space for which signing is being delegated, together with a certificate, which is a signature on ω (and typically other values including the proxy’s identity and public key), under the delegator’s private signing key."
Discussion,"Along this line of thought, RBL cells display both polarized and receptor-stimulated endocytic recycling (57, 58), and we show in this paper that they also express Rab13, Rab17, Rab20, and Rab25, which are all implicated in polarized transport in epithelial cells."
Discussion,"Similar results in vertebrates were found in a study of fries of the fish Clarias gariepinus Burchell, 1822 (Siluriformes: Clariidae) in which the effects of hydrocarbons (crude oil, benzene, toluene, and xylene) were examined after 4 days of exposure (Otitoloju & Olagoke 2011)."
1. Introduction,"Besides, we also notice that some existing approaches [8, 9] can be used indirectly to mine maximal frequent sequences under differential privacy."
DISCUSSION,"This indicates that the upregulation of TGF-b1 by ANG II is enhanced in the obstructed kidney, an effect that occurs in the face of normalization of receptor expression after 3 days of UUO (48)."
Methods,"We targeted the right auditory cortex because previous studies reported selectively right-sided activity in the superior temporal gyrus during timing tasks (e.g., Coull et al. 2004; Rao et al. 1997; Coull et al. 2008)."
DISCUSSION,"…hippocampus for episodic encoding and retrieval processes in healthy young subjects was initially proposed as part of the HIPER model, with the anterior part of the hippocampus being preferentially involved in encoding, and retrieval mainly depending on its posterior portion (Lepage et al., 1998)."
"Akitomo Yasunaga, Hyuntae Park, Eiji Watanabe, Fumiharu Togo, Sungjin Park, Roy J. Shephard, and Yukitoshi Aoyagi","For example, we have shown that a depressive mood state and poor quality of life are less likely in elderly individuals who meet empirical minimum standards of habitual physical activity: >4,000 steps/day or >5 min/day at an intensity ≥3 metabolic equivalents (METs; Yasunaga et al., 2006; Yoshiuchi et al., 2006)."
DISCUSSION,Similar results have been reported regarding D. dadantii 3937 by Yi et al. (2010) who showed that the c-di-GMP turnover was mediated by GGDEF and EAL domain proteins in D. dadantii 3937.
Discussion,"By contrast, Hanlon et al. (1998) showed that higher serum cholesterol reduced the risk of hospitalization in this population."
2.4. Discussion,"These results support findings in the literature that describe deficits in explicit processing of dynamic emotional expression in individuals with ASD (Back et al., 2007; Lindner & RoseÃÅn, 2006), but preserved lipreading skills (De Gelder et al., 1991; Gepner et al., 2001)."
Results,We previously reported that this pattern is the result of specific expression of Arpp/Ankrd2 in type 1 myofibers (Tsukamoto et al. 2002).
DISCUSSION,"have estimated that following clinical guidelines, about 27% of African Americans with HF in the US are eligible to receive FDC-ISDN/HYD, but they have observed that compliance with these guidelines is poor [18]."
Discussion,"According to different authors, anxiety seems to be one of the fundamental factors that regulate EDA [Geer, 1966; Corah and Pantera, 1968; West et al., 1983]."
3. ON-CHIP BANDWIDTH REDUCTION,"To derive the expressions, we follow the similar notation as proposed in [3]."
Discussion,"In particular, it provides some information as to why SM/J mice may show diminished glucose tolerance in comparison to the LG/J strain [24] on a high fat diet."
2. Experiment 1,"…Spanish, as spoken in Madrid (Estebas-Vilaplana, 2006; Estebas-Vilaplana & Prieto, 2007), Salamanca (de la Mota, 2005), and Majorca (Simonet & Torreira, 2005; Simonet, 2006), and on Central Catalan as spoken in Barcelona (Estebas-Vilaplana, 2003; Estebas-Vilaplana & Prieto, 2007; Prieto, 2006)."
2. Basic Concepts and Related Work,The authors of [3] study the problem of Early Application Identification and show that it is enough to know the length of the first four or five packets to
RESULTS AND DISCUSSION,"…inactivation (Charlton et al., 1982; Chaudhuri et al., 2005; Forsythe et al., 1998; Xu and Wu, 2005) and vesicle depletion (Custer et al., 2006; Pieribone et al., 1995; Schneggenburger et al., 2002; Xu and Wu, 2005) have varying dependence on the frequency of stimulation at different synapses,…"
Discussion,"In previous time-series studies, many lag structures were considered in multiple models, and the authors presented only the statistically significant results (Schwartz et al., 1997, 2000)."
Discussion,"In this sense, oligodendrogliomas can show similar pathological findings to liponeurocytoma [5, 6, 12, 18, 21, 24, 26], although Olig2 immunohistochemistry is reported to show a high possibility of positive results in oligodendroglioma, while neurocytomas are mostly negative [15, 20, 23]."
Introduction,Both the alleviation of fluid overload [3] as well as the provision of this necessary volume in the form of medications improve outcomes and mortality risk.
Results,"Work with non-neuronal cells has suggested that BCL-xL regulates the flux of metabolites across the outer mitochondrial membrane to facilitate transport of ATP into the cytosol after a death stimulus (Vander Heiden et al., 2000, 2001)."
7 EXPERIMENTS,"We have added the affordances to the definitions by hand, but we will look at ways to automate this, either based on semantic annotations provided with the CAD files as in [15], or possibly some geometric reasoning on part features."
3.2.2 Implementation,"To determine this canonical set of values, the parameters from the mathematical model of the leech HN neurons were used as a starting point because the silicon neurons were based on this mathematical model [54]."
6 OUTLOOK,"In [103], a gamma, X-ray, and high energy proton radiationtolerant SPAD has been developed for space applications."
Discussion,"Interestingly, within such a time interval, AMPAR translocation seems to occur predominantly between an intracellular somatic pool and extrasynaptic somatic sites (Adesnik et al., 2005)."
3. Lq convergence: general bound,"This section contains a generalisation of the basic results on multifractal products of stochastic processes developed in Kahane (1985), Kahane (1987) and Mannersalo et al (2002)."
1. Introduction,"Cold can activate sympathetic nerve system (SNS) to excrete norepinephrine, and then the BAT, which is rich in sympathetic nerve terminals, will produce more heat [11]."
6 Experiments,"We use 3 standard MLC benchmarks, as used by other recent approaches (Belanger & McCallum 2016; Gygli et al. 2017; Amos & Kolter 2017): Bibtex, Delicious, and Bookmarks."
METHODS,"The admission assessment included determining the risk factors for cerebral infarction,13,14 clinical ischemic stroke category (National Institute of Neurological Disorders and Stroke1), and disease severity using the National Institutes of Health Stroke Scale.15
 545
 Abbreviations
 AF = Atrial fibrillation
 LAA = Left atrial appendage
 LAA eV = LAA emptying flow velocity
 LAD = Left atrial dimension
 LAWV = LAA peak wall velocity
 ROC = Receiver operating characteristic
 SEC = Spontaneous echocardiographic contrast
 TEE = Transesophageal echocardiography
 TTE = Transthoracic echocardiography
 We defined patients who had no histories of AF and no documented AF on continuous electrocardiographic monitoring during hospitalization as the sinus rhythm group, patients who had histories of AF before admission and/or continuously documented AF on continuous electrocardiographic monitoring during hospitalization as having chronic AF, and patients who had AF at admission and recovered to normal sinus rhythm during hospitalization and/or showed sinus rhythm at admission and documented transient AF on continuous electrocardiographic monitoring during hospitalization as having paroxysmal AF."
Materials and methods,"…Accession P21334), al-2 (UniProt Accession P37295) and al-3 (UniProt Accession P24322) were used to search the genomic sequence of P. anserina [Espagne et al. 2008), published at http://www.genoscope.cns.fr/externe/ English/Projets/Projet_GA/GA.html (P. anserina sequencing consortium)] for…"
Methods,"The review protocol describes all steps performed during the review, reduces risk of bias, and increases its rigor, transparency, and repeatability [17]."
2.2 Methods,"In this paper, W , is an intermediate logic,resembling first order logic, that uses the meta-data gleaned from WordNet, and is used as an intermediary stepping logic that can be converted into another logic, such as a first order logic."
Discussion,"We demonstrate that the average amplitudes of contralateral PBR (cPBR) and ipsilateral NBR (iNBR) were negatively correlated as previously reported and thought to result from increased ipsilateral inhibition occurring concurrently with increased contralateral excitation (Klingner et al., 2010; Shmuel et al., 2002)."
,"18 De Cocker, 2011 [16] Belgium 1 1566 CABG, valve, combined, and other Prolonged > 2, 5, 7 days & continuous Prediction model"
,"1998), to provide great £exibility in testing evolutionary hypotheses (Huelsenbeck & Rannala 1997), and simply to give excellent results in the inference of evolutionary relationships (Kuhner & Felsenstein 1994; Huelsenbeck 1995). Constraints imposed by computational complexity are becoming less restrictive as computers improve. Given the recognition of phylogenetic inference as being inherently statistical in nature, it is surprising that so little attention has been paid to experimental design. A number of topics of relevance to experimental design in phylogenetics have been discussed previously. There is something of a folklore surrounding the choice of genes or other genomic regions for investigating particular evolutionary questions, but almost no published quantitative results. It is widely accepted that sequences that have undergone very little evolutionary change since their divergence from a common ancestor, through low substitution rates or short evolutionary times, will exhibit too few di¡erences to contain useful evolutionary information. Equally, sequences that have undergone very large amounts of change (high rates or long times) become `saturated' with changes and no evolutionary signal is detectable amid the noise. Consequently, a happy medium is expected at some intermediate level of sequence divergence, but the àsymptotic' results (for extreme high and low levels of divergence) give no clue as to where this lies. Although there is considerable experience with particular genes and organisms (see Hillis et al. (1996, pp. 336^339) for an extensive list of studies), where comparisons among genes have been made they tend to be evaluated empirically by the congruence of the results obtained among themselves and with researchers'a priori expectations. In addition, a large laboratory e¡ort is needed before even these qualitative conclusions can be reached. The methods introduced in this paper can quantify the e¡ects of varying levels of divergence. They con¢rm the belief that intermediate levels of sequence divergence are most useful, and are able to give estimates of optimal levels of divergence. The necessary analyses can be done before any data are collected. The only other method for assessing which genomic regions are likely to be most useful in phylogenetic questions is that of Yang (1998). This uses simulation to estimate probabilities of successful tree-topology inference. The approach may be extremely time-consuming for realistic problems. The choice of taxa to include in phylogenetic studies has also rarely been discussed. Li et al. (1987) considered the e¡ects of adding outgroup taxa, and Ritland & Clegg (1990) and Maddison et al. (1992) are agreed that if outgroups are to be added, they should not be too distantly related to the ingroup taxa (a conclusion that is con¢rmed in this paper)."
INTRODUCTION,"…acid peptide domain known as the homeodomain (McGinnis et al., 1984a,b; Laughon and Scott, 1984), a peptide motif conferring sequence-specific DNA binding ability to the homeoproteins (Laughon and Scott, 1984; Desplan et al., 1985; Beachy et al., 1988; Müller et al., 1988; Ekker et al., 1991)."
Background Characteristics Spacing Limiting Total RRR P-value RRR P-value OR P-Value Age,"Studies in other sub-Saharan African countries also showed that rural women had significantly higher unmet need compared to urban women (21, 26, 27, 31)."
Implementation Details,2015) as the weight initialization method and train our network using Adam (Kingma and Ba 2014) with a minibatch size of 64.
Methods,"To visualize CSE1-GFP and RFP-VPS-52 localization, the strains were grown on Vogel’s MM plates overnight and squares of 1 cm were excised and examined in the same confocal microscope explained above using the 488-nm laser for GFP and 563 nm laser for RFP."
DISCUSSION,"Based on previous studies, bothmGluR1 andmGluR5 were very important for the regulation of pyramidal cell excitability (Mannaioni et al., 2001; Ireland and Abraham, 2002)."
1 Introduction,"In the context of the SPIN model checker [24], AI Planning heuristic search methods have been adapted to SPIN [9, 10], and compilations from Promela to AI Planning languages have been designed [8]."
1. Introduction,A longer pulse or a longer rising/falling time will increase the interaction of the light photons and acoustic phonons and lead to a worse spatial resolution along the fiber [1].
Background,"Aberrant mammalian GPCR activity has been directly linked to such maladies as blindness, asthma, heart disease, obesity, and cancer [13,14]."
Methods,"Based on previous studies, each intervention could be assumed to increase the breastfeeding rate and correspondingly reduce the incidence of rotavirus-diarrhea [1,3,10-12]."
Discussion,ethnic minorities and an often difficult relationship between service users and mental health services (Broome et al. 2005).
INTRODUCTION,"FGF23 induces hypertrophic growth of cardiac myocytes in vitro and LVH in rodents through a direct FGFR-dependent mechanism, but independently of a-klotho, which is not expressed in cardiac myocytes (Faul et al., 2011)."
INTRODUCTION,"Importantly, most repeated sequences that extend >20 bp actually extend over at least 100 bp (20)."
Materials and Methods,"The 5 2.3 kb enhancer region (chr2: 19351717-19354014) was cloned into the BgEGFP reporter vector (Lumpkin et al., 2003) to generate 2.3Ptf1a-GFP or a nuclear lacZ reporter gene with the minimal promoter of the rat Ela1 gene to generate 2.3Ptf1a-lacZ (Masui et al., 2008)."
1. Introduction,An aborted process cancels its pending requests and releases the resources it held [15].
RESULTS,"…information, studies in awake behaving animals have shown only changes in the firing rate of Purkinje cells to be correlated with movementrelated parameters (Lisberger and Fuchs 1978; Mano and Yamamoto 1980; Medina and Lisberger 2007, 2008; Pasalar et al. 2006; Thach 1970; Yamamoto et al. 2007)."
Introduction,"…of highly active antiretroviral therapy (HAART) as the standard of care, with six additional studies (Baigis et al., 2002; Lox et al., 1996; MacArthur et al., 1993; Perna et al., 1999; Stringer, Berezovskaya, O’Brien, Beck, & Casaburi, 1998; Terry et al., 2006) including subjects on some…"
,"Invasive species can alter successional patterns, mutualistic relationships, community dynamics, ecosystem function and resource distributions (Mooney & Cleland 2001)."
Theoretical implications,"Race-related beliefs shape perceptions of White disadvantage and , doi:10.1016/j.obhdp.2010.11.011
are a result of efforts to protect the outcomes of one’s in-group (e.g., Lowery et al., 2006), rather than an objection to cultural norms of meritocracy."
2.2. Chemical Exposures,"These concentrations of fluoxetine and propranolol were chosen in order to represent high environmental concentrations (based on surface water, wastewater effluent, and predicted environmental concentrations) up to those shown to result in effects on fish [26–29], or where the fish plasma model [30] would predict concentrations above human therapeutic levels (Cmax)."
Introduction,"(Ig)–like domains and whose cytoplasmic region contains immunoreceptor tyrosine-based inhibition motifs that mediate the binding and activation of the protein tyrosine phosphatases SHP-1 and SHP-2.(19,20) Tyrosine phosphorylation of SIRPα is triggered by various growth factors and cytokines as well as by integrin-mediated cell adhesion to extracellular matrix proteins."
1. Introduction,"In [36], the LBP is adopted to describe the neighboring relationship not only in image space, but also in the responses by convolving multi-scale and multiorientation Gabor filters."
Methods,Stability is often reached after only five or so convergent interviews [50].
Discussion,"…projection neurons [medium spiny neurons (MSNs)] increase their firing rate
following local application of GABA antagonists (Bernardi et al., 1976; Nisenbaum and Berger, 1992; Kita, 1996; Darbin and Wichmann, 2008), which should, in theory, increase inhibition to the GPe via the indirect pathway."
Nested-PCRs,"For controls, all three primer pairs were tested in the second-round PCR. Primers specific to Botrytis, Cladosporium and Fusarium (Table 1) were designed based on the
ITS sequences from our previous publication (Shipunov et al., 2008)."
