sectionName,string
Results,"recently an elegant study in a mouse model lacking cone Pde6c showed that cones expressed the rod photoreceptor Pde6a/b subunit proteins and that these subunits were used instead for cone phototransduction.(32) Therefore, the expression of rod phototransduction genes in FACS Tg(TaCP:EGFP) wild-type and mutant cones was examined."
,"The reasons for this disparity cannot be established from our data set, although in China, one barrier to effective provision of GOLD-recommended treatments has been identified as the self-administration of nonprescription medicines by individuals with COPD.(16) A particular focus of this study was translating the impact of increments in activity impairment on HCRU and work productivity."
Introduction,"…for remediation of runoff from agricultural irrigation and agro-industrial production has become increasingly popular over the last decades, due to their low capital and operational cost, low energy consumption, and environmental friendliness (Huett et al., 2005; Scholz, 2007; Carty et al., 2008)."
Methods,Reads per kilobase per million (RPKM (Mortazavi et al. 2008)) were computed at all sites for each individual using a custom Perl script to parse the mapping files.
,"We conducted semi-structured interviews during September 2005-March 2006, seeking to identify (1) VA and non-VA data sources being used or developed, (2) any information system being utilized or developed, (3) any role in governance of data or information systems, (4) expected changes in data sources or information systems as a result of implementation research efforts, (5) identify perceived barriers regarding HIT, and (6) solicit a prioritized list of HIT needs to support the QUERI Center’s implementation research efforts."
Discussion,"Given INF2’s previously established role as a formin protein involved in ER-mediated mitochondrial constriction and division (Korobova et al., 2013, 2014; Hatch et al., 2014), we hypothesized that Spire1C could be working together with INF2."
Discussion,"Our result is consistent with the anticancer activity of EGCG found in other human cancers, such as gastric [15], colorectal [16], lung [17], breast [18], ovarian [19], and prostate cancer [20]."
Methods,Previous work has shown that such measures are related to dual tasking measures of gait variability (Springer et al. 2006; Yogev et al. 2005) and that they respond as expected to cognitive-enhancing pharmacologic therapy (Auriel et al. 2006).
Methods,"To satisfy properties 1–4 above and to handle the mixed data types, we use approximations to the error functions developed for support vector machines (SVM) [36, 38, 39]."
Discussion,"Taking into consideration the results of the present study and previous reports, it seems possible that LPZ stimulates the transfer of NF-kB into the nucleus during LPS-stimulated TLR4 signal transduction, which, in turn, leads to the induc-
Effects of Lansoprazole on the TLR4 Signal Transduction
Vol. 45, No. 2, 2009
245
tion of SOCS1 expression and anti-inflammatory activity."
Introduction,"Meta-analyses have shown wound problems, infection, or paresthesia to be signiWcant complications associated with surgical treatment [14, 31], even though percutaneous techniques seem to reduce the rate of complications [7]."
2 Methods,"The so-called treated samples reported in this investigation were obtained on a single day during a patient/parent meeting, following dietary prescriptions for the days preceding sampling (Dercksen et al. 2012)."
Amplification control elements,"In the P-element mediated transformation systems, transposons that contain proper cis elements are able to amplify at ectopic genomic loci, although levels of amplification are dramatically affected by chromosomal position effects (de Cicco and Spradling, 1984; Orr-Weaver and Spradling, 1986)."
DISCUSSION,"Several studies have shown that a major function of PP2A is downregulation of the Ras/MAP kinase pathway (2, 3, 22, 30, 50, 51, 53)."
DISCUSSION,"Particularly, the visceral tissue volume at 41–50% LTR, which has high conductivity because it is mainly made up of smooth muscle and water, has a low but significant negative correlation between the residual of the trunk SM volume estimates, expressed as a percentage of the trunk SM volume (13)."
Methods, The GRS was then calculated by summing across all SNPs (the GRS could theoretically range from 0 to 58).
2.1. Generalized Shape Correspondence,"This includes methods for computing mappings between probability densities [23, 39, 40], often using formal and computational tools from optimal transport theory and measure coupling."
3. Results,"The multi-institution RCTs [11, 13, 44, 56, 65] and the pilot RCT by Tsai et al."
Independent variable Anchors Mean±SD Min–max,"Additionally, the results surpassed the numbers of 8–9 h of “lying down” reported in two studies on persons with moderate or severe OSAS [21, 22] and the 9 h and 55 min of sedentary time previously reported in patients with OSAS and obesity receiving CPAP treatment [23]."
,"The scaffold protein Kidins220(1)/ ARMS (1,2), hereafter referred to as Kidins220, acts as a signaling platform implicated in many cellular"
Discussion,"In this regard, expression of VvMYB4-like and the gentian GtMYB1R1 and GtMYB1R9 share the down-regulation of the endogenous DFR and ANS (Nakatsuka et al. 2013), whereas with the overexpression of the strawberry FaMYB1, it is shared only the down-regulation of ANS/ LDOX (Aharoni et al. 2001)."
5 Conclusion,It may be interesting to study the security in context of multi-level proxy signatures [16].
4.2 Benchmark Comparisons,We note that better performance has been reported with the use of more image features [6].
RESULTS,"This finding was in complete agreement with previous reports in which E2 was found to be more antigenic than E1 in infected patients (Edwards et al., 2012; Neumann-Haefelin & Thimme, 2013; Prince et al., 1999; Shimizu et al., 1994; Wahid & Dubuisson, 2013; Wang et al., 2011)."
4 Experiments,"In [37], DWT coefficients in each color components are modeled jointly by Multivariate Generalized Gaussian (MGG), and geodesic distance is used as the similarity measure."
Present Address:,Ovigerous females (Tankersley et al. 1998; Forward et al. 2003) and females between clutches of eggs (Hench et al. 2004; Forward et al. 2005) use ETT to migrate seaward.
Results,"Furthermore, MMP-2 and -9 are expressed and secreted by astrocytes (Gottschall et al., 1995; Muir et al., 2002) and induced in the presence of A (Deb and Gottschall, 1996; Deb et al."
Introduction,"Therefore, physiologically relevant 3D cell culture has been recognized as a potential bridge between traditional in vitro two-dimensional (2D) culture and in vivo animal studies.(7,8) It is thus critical to advance the development of scalable and affordable methods of producing 3D spheroids and/or organoids suitable for high-throughput cancer drug discovery."
Introduction,"Only few published methods used tandem mass spectrometry as a detection method for simultaneous determination of oxycodone and its metabolites in human biological samples [18, 19]."
,"As discussed in [71, 72], such an ability leads to higher market efficiency, where both the cloud provider and cloud customers gain benefit."
1. INTRODUCTION,"Whereas Lorden used crude upper bounds for the Type I error probability that are too conservative for practical applications, Bartroff and Lai (2008) overcome this difficulty by developing numerical methods to compute the Type I error probability and also extended the three-stage test to multiparameter and multi-armed settings, thus greatly broadening the scope of these efficient adaptive designs. A review of their method is given in Section 2.1. In Section 4 we prove the asymptotic optimality of these adaptive tests in the multiparameter case, extending Lorden’s (1983) result for the special case d = 1."
,7 Precision of our video-based fish species recognition results [2] on the FishCLEF 31K dataset Multimed Tools Appl (2016) 75:1701–1720 1712
50 RACE,"3, top) was constructed from the previously described 0.85-kb promoter construct (construct 6, Drews et al. 2005) by digestion with AscI and MluI followed by religation."
DISCUSSION,"Furthermore, it has been shown that expression of small t can enhance MEK and MAP kinase activity (51, 53)."
2 Methods,Additional target-based ESI–MS-MS data of isovalerylcarnitine was obtained from the preceding investigation (Dercksen et al. 2012) and the analysis was done according to the protocol described by Pitt et al.
1. Introduction,"These descriptors are usually applied with the Harris3D corner detector [16],"
Discussion,"To minimise the gap between the two fragments in closed wedge osteotomy, impaction is required when using the plating technique [4, 10, 17, 19, 30]."
S. Typhimurium DT2 isolates form a distinct phylogenetic,and has been implicated in Salmonella survival in the inflamed intestine when bile levels are elevated (18).
Introduction,"…importance of polyploidy because (1) life history traits are often main determinants of fitness (e.g., Levy and Feldman 2002; Otto 2007; Ramsey 2011), and (2), ploidy level has the potential to influence life history traits in both positive and negative ways (e.g., Cavalier-Smith 1978;…"
,"The real-world spaces that surround information users have been diversely called everything from personal information environments (Kwasnik, 1991; Malone, 1983) to personal information management (PIM) systems (Barreau, 1995) and personal spaces of information (Jones, 2007). Drawing upon interviews with academics, Lee (2003) proposes a model of three concentric zones of information that surround a user: “immediate,” within arm’s reach or a few footsteps away; “adjacent,” such as a nearby university library; and “outside,” such as a more distant bookstore. Speaking largely from an objectifying stance and adopting Lee’s concept of the “immediate information space,” this paper focuses on a visual research method—photography— that seems particularly well suited to learning more about settings and their accompanying information phenomena. A variety of investigative approaches may be used to study immediate information space. Jones (2007) suggests ethnography combined with design methodologies, and places emphasis on context and situation, including contextual inquiry (Beyer & Holtzblatt, 1998), situated activity (Suchman, 1983), and situated design (Greenbaum & Kyng, 1991)."
1 Introduction,It has to be emphasized that this paper focuses on the competition of digital platforms that operate as ubiquitous systems [57].
Discussion,"Given that meningovascular involvement is the most prevalent form of neurosyphilis, the signal changes could represent a combination of edema and gliosis [2, 5]."
Discussion,"The previous studies confirm that
feeding healthy rats a fructose diet results
in insulin resistance, hyperinsulinemia, and
hypertension (Johnson et al., 2007; Suzuki
et al., 1997)."
Methods,Outlines of the subgranular zone (SGZ: defined as a two cell diameter band on both sides of the granular cell layer (GCL)) was done using a 10x/0.45 objective.
6. Mitochondrial Lesions,"The loss of ATP is caused by the impairment to ATP recycling, depletion of substrates, and inhibition of complex IV in the respiratory chain [21, 23, 33, 64, 100, 101, 107–116]."
RESULTS AND DISCUSSION,"The incidence of 12.5% Cronobacter contamination of PIF in Malaysia was almost in agreement with reports of Cawthorn et al. (2008) and Witthuhn et al. (2006) who found the prevalence of Cronobacter in South African PIF were 14 and 18%, respectively."
DISCUSSION,"Moreover, genu as well as splenium thinning may corroborate results from our previous work (Ballmaier et al, 2004c), showing widespread decreases in temporal and parietal gray matter in late-onset depression compared to controls, with prominent decreases in sensorimotor regions."
DISCUSSION,"The early studies also documented that the activity of daptomycin was dependent on the concentration of calcium in the growth medium (8, 11, 12, 14)."
,"We additionally analyzed blood levels of the hematopoietic cytokine granulocyte colony-stimulating factor (G-CSF) since it might be the mediator of increased CD34 /KDR and CD45 /CD34 cell mobilization (11, 26)."
Introduction,"Other studies showed that ACR could affect the cellular energy generation and the deficiency of energy induced the neurotoxicity [7, 8]."
,eported intradural spinal metastasis with histological confirmed xamination since 1950 add to 82 and only rarely are reported to be rostate carcinoma [3–6].
Discussion,"…associated with the tip and kinocilial links of sensory hair bundles in the chick inner ear and the ciliary calyx of photoreceptors in the eye (Goodyear and Richardson, 2003), is an avian ortholog of human protocadherin-15, a product of the deaf/ blindness Usher syndrome type 1F/DFNB23 locus…"
INTRODUCTION,"Whereas critics like Karnani (2007) have mostly raised questions regarding cosmetic skin whitening creams, our research examines whether
the effects of disempowerment might be particularly prominent for the riskier creams."
2 Related work,Local phase coherence (LPC) of the wavelet image coefficients is employed in [14] to evaluate the image sharpness.
Introduction,"Although early studies linked cFos expression to neuronal activity (Sommer et al., 1993, 1996), only recently these neurons were directly implicated in internal representation and behavioral expression of distinct memories (Cruz et al., 2013, 2014a)."
Introduction,Yeast strains with expression of a single hexose transporterencoding gene at a time allow scientists to study the properties of the individual permeases (Hamacher et al. 2002; Hahn-Hägerdal et al. 2006).
1. Introduction,Section 2 presents background and describes the key insight along with the page level implementation as proposed in [12].
INTRODUCTION,"PRR5 is one of the less studied members of the PRR gene family, and all data collected to date on this gene pertain only to mRNA variation and the analysis of mutant and overexpression phenotypes (Matsushika et al., 2000; Sato et al., 2002; Eriksson et al., 2003; Michael et al., 2003)."
Results and discussion,"However, the amounts of the other PCR cycle enzymes and of electron
transport components also vary in parallel with the amount of RuBisCO (von Caemmerer and Farquhar 1981; Makino et al. 1983)."
Results,"The higher dose (1 mM) inhibits ion transport activity, whereas the low noninhibitory dose (50 nM) activates signaling pathways [37]."
,Discussion Recent reports have indicated a higher risk of fractures among men and women with high levels of serum homocysteine (HCY) [46].
,"[13] found lower distress in those partners who had had greater comfort from sharing their concerns about BRCA1/2 testing and who had felt that their * Correspondence to: Department of Medical Oncology, University Medical Centre Utrecht, PO Box 85060, 3508 AB Utrecht, The Netherlands."
1.4 Selective breeding,"…differ in trait anxiety, which is an enduring feature of an individual and, consequently, does not vary from moment to moment, in contrast to state anxiety, which is provoked by an anxiogenic stimulus and only experienced at a particular moment in time (Belzung & Griebel, 2001; Lister, 1990)."
METHODS,"Other scores were developed based on data of patients included in registries and clinical trials, such as the ACC-NCDR (American College of Cardiology-National Cardiovascular Data Registry) registry (7), GUSTO-I (Global Utilization of Streptokinase and Tissue Plasminogen Activator for Occluded Coronary Arteries) trial (8), and the SHOCK (SHould we emergently revascularize Occluded Coronaries for cardiogenic shock) trial and registry (9)."
1. Introduction,", 2003] and visibility [Seinfeld and Pandis, 2006] and can also influence Earth’s energy balance either directly [Intergovernmental Panel on Climate Change, 2007] or through the modification of cloud properties [Twomey, 1977; Albrecht, 1989]."
Background,"Representatives of more than 40 riboswitches and other cis-regulatory RNA motifs identified in bacterial genomes are available in the Rfam database [25], where they are grouped into unique RNA families."
Methods,"We adapted the “Model of Impact of Training on Maternal and Child Health Professionals” for the LSI evaluation [14,15]."
Discussion,"Lysozyme has a direct bacteriolytic action because it hydrolyses b-(1,4)glycosidic bonds, which are common in peptidoglycan of bacterial cell walls (Strominger and Tipper, 1974; Jolles and Jolles, 1984)."
Results,"…factors such as Hairy, which plays a critical role in the segmentation of the early embryo (Nusslein-Volhard and Wieschaus 1980), Fruitless, which promotes male-specific neural development and behavior (Manoli et al. 2005), as well as Homothorax, a Hox protein co-factor (Ryoo et al. 1999)."
DISCUSSION,"Both these results suggest that there was increased cognitive load in the High Load/Threat condition (Beatty, 1982; Steinhauer and Hakerem, 1992; Johnstone et al., 2007), which would not be expected if threat information was not being processed."
Introduction,"…AD (Brown & Storandt, 2000; Carlesimo, Perri, & Caltagirone, 2011; Grober & Kawas, 1997; Grober, Hall, Lipton, et al., 2008; Mahieux et al., 2009; Sarazin et al., 2010; Vogel, Mortensen, Gade, & Waldemar, 2007) and aMCI (Ivanoiu et al., 2005; Saka, Mihci, Topcuoglu, & Balkan, 2006; Wagner et…"
Background,"trachomatis genital infection can lead to serious sequelae among women, including pelvic inflammatory disease, tubal factor infertility, ectopic pregnancy and chronic pelvic pain [2] and, as other inflammatory STIs, can also facilitate the transmission of human immunodeficiency virus infection [3]."
Results,"According to our inclusion criteria, a total of 12 eligible studies[21,26–36] involving 777 cases and 404 controls were included in the pooled analyses."
Integrating Theorizing on Meta-perceptions and Dehumanization,"Consistent with previous work (Kteily et al., 2015), we hypothesized that outgroup dehumanization would itself be associated with support for aggressive intergroup attitudes and behaviors, such as support for torture and collective aggression, independent of outgroup prejudice (i."
5.2.3 Hierarchical Interaction Layers,Natural human-human interaction requires synchrony in multiple time scales ranging from spontaneous fast body alignment [144] to high level deliberative turn taking [138].
