sectionName,string
Discussion,"Sb6_342 was mapped to chromosome 7 [44] whereas Sb5_236 was mapped to chromosome 3 [41, 44], both of which were confirmed in the present study through BLAST searching of the sorghum genome."
,"Data drawn from Jablensky and Cole (1997). In order of increasing latitude the cities were Cali, Colombia; Ibadan, Nigeria; Agra, India; Honolulu, USA; Chandigarh, India (rural and urban); Nagasaki, Japan; Rochester, USA; Prague, Czech Rep."
METHODS,"Transient transfection of HeLa cells using Lipofectamine 2000 (Invitrogen) and infection of primary HFFs with HCMV laboratory strain AD169 or clinical isolates R3 (Iso 3) and R4 (Iso 4) was performed as described elsewhere (Marschall et al., 2000; Efferth et al., 2002; Herget et al., 2004; Schregel et al. 2007)."
Material and methods,"The reported normal range for GFAP (95% of all healthy subjects) is\0.3 ng/ml
(Missler et al. 1999) and for NSE B 13 ng/ml (Bremnes et al. 2003)."
Discussion,We previously reported a sharp decline in the quantity and molecular integrity of ptDNA when maize seedlings developed in the light but not under dark conditions (Oldenburg and Bendich 2004; Oldenburg et al. 2006; Zheng et al. 2011).
Summary of Limitations and Barriers to Diagnosis and Treatment of OSSN in Africa,"[6,7] This is a challenge because of the long distances to travel for consultations, and thus patients are unlikely to come back for treatment for something like OSSN unless it is in its advanced stages significantly impacting their quality of life, at which point early interventions are no longer possible.[6,8] A 2010 study in Tanzania showed that 40% of operated suspected OSSN cases were managed outside of major hospitals where better facilities and quality of care was available, because of difficulty of traveling to and accessing these centers."
Introduction,"Although all three species are relevant for primate conservation plans, Udzungwa red colobus is of particular interest; it is found only in the remaining forest fragments within and around the Udzungwa Mountains, it is listed as endangered (IUCN 2013), and is very sensitive to environmental changes and hunting (Marshall 2007; Marshall et al. 2010; Rovero and Struhsaker 2007; Rovero et al. 2012; Struhsaker 2010)."
METHODS,"For nocodazole treatment of embryos, L4 worms were grown on perm-1(RNAi) feeding plates at 20¬∞C for 16-18 hr, then dissected in an open imaging chamber filled with osmotic support medium (Carvalho et al., 2011;
 Wueseke et al., 2016) and 20 ¬µg/ml nocodazole (Sigma)."
A PRAGMATIC OVERVIEW,"Although international guidelines are not available on the topic, in our routine experience sampling of different tumor areas by core biopsy (three biopsies on average) is helpful to define the precise nature of the lesion, the different tumor histological types present in the mass, and the heterogeneity in the expression of predictive markers (Marchio and Sapino, 2011)."
A. Scheduling and Module Placement,A simulated annealing-based heuristic approach has been developed to solve the NP-complete problem in a computationally efficient manner [53].
Experiment,"[45 ] find that in EC stellate cells the frequency could either increase or decrease with depolarization, whereas Chapman and Lacaille [44] find that there is a frequency increase with depolarization for CA1 hippocampal interneurons."
Discussion,"The effort to develop new treatments for ALS has led to repeated failure since the demonstration that riluzole extended survival.[3] Despite initially encouraging results from a Phase II trial, which suggested beneficial effects on ALSFRS-R and survival,[27] the recent negative results of the dexpramipexole Phase III study is yet another disappointing example."
Discussion,"This finding corresponds well with the results of Askaer et al. (2011); Couwenberg et al. (2011); Schäfer et al. (2012) and Audet et al. (2013b), who all reported negligible CH4 emissions when GWL was 20–30 cm below the soil surface, which is attributed to a restricted methane production zone and…"
Methods,"For each subject, whole brain fiber tracking (an interpolated streamline propagation algorithm) was performed in the DTI native space using TrackVis (Schmahmann et al. 2007)."
1. Introduction,"Several models for provenance have emerged to tackle this vision, including Provenir [20, 21], the Provenance Vocabulary [22], PASOA [23], OPMV [24], PML [25] and the Open Provenance Model [26]."
IV. EMPHYSEMA,"CSE [prepared by dissolving the collected smoke particulates in dimethyl sulfoxide (DMSO)] or cytokine mix (TNF- and IFN- ) induced MMP-12 mRNA in HBEC (177, 178)."
Discussion,"Multiple origins of geometrid female flightlessness (even within a single subfamily) were shown by molecular phylogenetic studies, based on the premise of unlikely events of reversal (Snäll et al. 2007; Wahlberg et al. 2010)."
Discussion,"Temporal food scarcity, for example, is likely more common on islands (especially on small ones; see Van Damme 1999; Cooper and Vitt 2002 and references therein) and might force insular lizards towards frugivory or herbivory in general."
1 Introduction,", 2009; Dedrick et al., 2010) have received a great deal of attention. Xing and Detert (2010) examined the case of the iPhone and found that China just contributed only 3.6% of $2.0 billion export to the US, the rest was simply a transfer from Germany, Japan, Korea, the US, and other countries. These studies rely on “tear down” analyses that assign the value of individual components to source companies and their countries. These firm- and product-based case studies can provide intuitive images of GVCs in terms of the activities of multinational enterprises. However, when we examine the Chinese economy’s role in global production networks as a whole, its share of total value added through the export of final products to the United States was actually about 75% in 2005 (Meng et al., 2011). This indicates that the “tear down” case studies focus on only the supply chain of a specific firm and particular products, and are clearly not representative of the broader role of China’s domestic production networks and inter-industrial linkages in the whole value creation process. Other work on this topic shows that domestic value added can vary substantially between different economic sectors (see Koopman et al. (forthcoming 2013), Erumban et al. (2011), Stehrer (2012), and OECD-WTO (2013)."
Discussion,"In line with these results, the present study showed
that n-3 PUFA supplementation up-regulated the expres-
sion of PPARa, CPT1, p-AMPK, and AMPK in liver and/ or skeletal muscle of OVX rats."
INTRODUCTION,"Specific formins mediate formation of contractile stress fibers (SFs), transmembrane actin-associated (TAN) lines on the dorsal cell surface that position the nucleus, filopodia at the leading edge, isotropic cortical actin networks, and actin important for mitochondrial fission (Skau and Waterman 2015; Campellone and Welch 2010)."
Methods,"[33] In order to enrich the CIS group for patients at highest risk of progressing to MS, [34] CIS patients with at least one T2 hyperintensity typical of demyelination on conventional brain MRI were considered to be ‘‘high-risk’’ and were included for analysis."
Methods,"The T-STAR antibody (HPA000500) was developed as previously described and validated using IHC on different tissues within the Human Protein Atlas (HPA)-project [9] (Atlas Antibodies, Stockholm, Sweden)."
,"These assumptions are related to a weaker form of the second-order sufficient conditions [16, 6], which does not imply the existence of a locally convex augmented Lagrangian as is the case in [5, 9, 15, 14, 26, 30, 31]."
1. Introduction,"…scaffold protein DISC1 (Millar et al., 2000), which interacts with other proteins involved in neuronal migration, cell-signalling and -proliferation (Ishizuka et al., 2006), cytosceletal and synaptic function, neurite extension (Murdoch et al., 2007) and neuronal development (Kamiya et al., 2005)."
Introduction,"…important disadvantages, such as Golgi tendon organ and myotatic reflex inhibition, which can lead to an increased injury risk (Jubeau et al, 2006; Requena et al., 2005), and some difficulties in obtaining improvements in agonist and antagonist muscle coordination (Holcomb, 2005; Paillard, 2008)."
1 Introduction,"They form the crux of many DSMS applications, such as object tracking [19], video correlation [18], and news item matching [13]."
Discussion,"DGC via S-SCAM and SynArfGEF binding to dystrophin (Sumita et al. 2007; Fukaya et al. 2011), NL2 does not appear to play a role in synapse formation, in striking contrast with our results that a-dystroglycan is required for formation and maintenance of synapses from CCK-basket cells (Fr√ºh et al."
DISCUSSION,"Recently, the flgII-28 region in Pst flagellin specifically recognized by Solanaceae species and a new domain other than elf18 in EF-Tu recognized by rice were reported as new MAMPs (Cai et al., 2011; Clarke et al., 2013; Furukawa et al., 2013)."
Apparatus,"Stimuli were 12 3 12 arrays presented in the centre of the white screen, with each array position occupied by either a blue or red alien cartoon character (‘‘greeblie’’) measuring approximately 8 mm
wide and 9 mm high (see Figure 3, Lie & Alsop, 2009)."
Methods,"A Phylogenetic Approach (9), and were provided with limited supplementary and/or review reading from Bioinformatics: A Practical Guide to the Analysis of Genes & Proteins (1), Bioinformatics for Dummies (5), Biology (4), and Brock Biology of Microorganisms (7)."
Discussion,"General discussion
The past decade has seen the advent of a number of actionbased models of visual selective attention (Rizzolatti et al.1994; Tipper et al.1992; Welsh and Elliott 2004a)."
INTRODUCTION,"Phosphorylation of C/EBPβ inhibits expression of IL-17 downstream target genes, thus GSK3β negatively regulates IL-17 signaling through phosphorylation of C/EBPβ (20)."
