sectionName,string
4. Carrier phase recovery,"The one-tap NLMS algorithm can be employed for an effective phase estimation and carrier recovery [34-36], and the tap weight WNLMS in the one-tap NLMS CPR algorithm can be expressed as:"
Results,"Kinocilial links are, like tip links, BAPTA-sensitive/ subtilisin-resistant structures (Goodyear and Richardson, 2003)."
4.2. Cortical sex differences in the auditory system,"…lesions shortly following birth demonstrates a difficulty for early-cortical lesioned male, but not female, rodents to discriminate rapidly presented tones ( 350 ms), while both sexes could reliably discriminate tones presented at longer interstimulus intervals (ISIs) (Herman et al., 1997)."
CONCLUSIONS,"As Jaeger et al. (1999) noted, several of the dental and mandibular characteristics cited as anthropoid synapomorphies or phenetic resemblances to anthropoids in their original description of the species are found among adapids as well (see Rosenberger et al. 1985; Gebo 2002), in combination."
Methods,EMG currents were recorded using modified models of a previously described monopolar current amplifier [11].
METHODS,"In our model, we did this by varying the linear response (gsac) of this current in a series of simulations from 0 to 250 (S/Fs), which corresponds up to two times the published values for these types of currents (15, 45), to account for other possible similar current sources and establish potential trends."
2. Method,"Although these occipital components are modulated by spatially-focused attention (Hillyard and Anllo-Vento, 1998), it was not predicted that these components would be sensitive to emotive modulations."
,"All the included patients, except for those who died, were followed up for ≥3 years [17]."
Results,"In addition, decay in spike rate during the phase 1 burst, when triggered by afferent potentials, is more rapid than that generated by intracellular current injection (Krans and Chapple 2005)."
Subjects,"(3)
It worth noting that the optimal conductance parameter can be estimated by iterative methods (Tsiotsios and Petrou, 2013), however, we have a fixed κ based on the previous optimization in MRI and DTI studies (Moraschi et al., 2010; Senra et al., 2015)."
Discussion,"membrane, a result that fully agrees with the observations by Zhang and Barritt in LNCaP cells [9]."
7.1. Methodology,We use McPAT [Li et al. 2009] and CACTI [Muralimanohar et al. 2007] to measure energy benefits while considering all the overheads associated with RFVP.
Introduction,"This prediction has been supported in comparative studies on primates (Short 1979; Harcourt et al. 1981; Harvey and Harcourt 1984; Kappeler 1997a) and many other taxa (review, e.g., in Møller and Briskie 1995)."
,"Four items measured anthropomorphism, defined as attributing humanlike mental capacities of agency and experience to it (Epley et al., 2007; Gray et al., 2007; Waytz et al., 2010)."
DISCUSSION,"Additionally, the studies in general point out that the type of transportation seems to be more related to social and environmental factors than to the students’ freedom of choice, as observed in the studies carried out by Davison et al. (2008); Dollman & Lewis (2007); Robertson-Wilson et al. (2008); and Timperio et al."
1. Introduction,"One programming model that favors tractability is Chapel[8], which provides a small set of primitive domain maps such as blocked, cyclic, or replicated distributions."
,"Desaturation/elongation of EFAs occur mainly in liver microsomes, but active EFA metabolism has been also found in other tissues, such as kidney [3] and testis [4], and we demonstrated that even heart microsomes have the ability to desaturate LA and to synthesize arachidonic acid (AA) to satisfy partially tissue needs for eicosanoid production [5]."
Experimental design,Indole-3-carbinol is used as standard reference compound as its chemopreventive potential by modulating the activities of phase I and phase II enzymes has been well established in the literature [20‚Äì24].
