sectionName,string
2. Intention-based treatment identification,"However, when deviating from the protocol’s actions, physicians can be assumed to follow the protocol’s intentions [1]."
Discussion,"Although BSO is generally recommended, there is insuYcient evidence either to support or to discourage ovarian conservation [8, 9]."
Methods,"Functional measures that might reflect the consequences of uraemia were the Mini Mental State Examination (MMSE) [15], Geriatric Depression Score (GDS) [16], eight item Activities of Daily Living (ADL) and a single question on general health perception were administered."
Discussion,"We observed an overall incidence of hearing loss of 25.8% which is partially in accordance with other studies (Olgun et al.,2016, Laurell and Jungnelius,1990; Yancey et al., 2012)."
3.5. Ultrasound,"Twenty-two publications report values for EUS [11,26,28,30,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56] and 7 report for TAUS [24,27,57,58,59,60,61], however the overall patient numbers between groups were similar (1857 patients for TAUS and 1875 for EUS)."
Methods,"Collection and dissection of P. pollicarus were modified only slightly from a recent report, in which a schematic of the preparation and recording sites is provided (Krans and Chapple 2005)."
Discussion,"DAT binding in PD is commonly asymmetric, and the loss of binding is generally more profound in the putamen than in the caudate nucleus, which is also the case in this study, thus confirming the findings of earlier DAT SPECT studies in PD [20,23]."
METHODS,"COQN-term anti-COQ7(1-37)specific antibodies were derived using the same protocol but starting with antiCOQ7 (Santa Cruz, sc-135040)."
Results,"Capacity building Baldwin et al. (2009) a
Brown et al. (2005) a
Salmon et al. (2010) a
Shannon et al. (2007) a
Weeks et al. (2006)
Pragmatics of participation and social inclusion in CBPR
Aldridge and Charles (2008)
DuBois et al. (2011)
Levine et al. (1991)
Rudolph et al. (2010) a
Salmon et al.…"
1. Introduction,"developing melanoma is greater in males than in females over the age of 40, although the opposite effect is observed in patients under 40 years old (Lens and Dawes, 2004; Jemal et al., 2010)."
Method,…in presented stimulus information the participants in protocols 1 and 3 were told that it would be to their “advantage” to fixate centrally prior to the onset of the target as it would help to identify the location of the target more quickly (see also Tipper et al.1992; Welsh and Elliott 2004a).
Introduction,"Moreover, although C57 mice were shown to be the most sensitive mouse strain to the rewarding properties of morphine, with contrasting effects in the DBA strain (Orsini et al. 2005), the opposite effects have also been demonstrated in a conditioned place preference paradigm (Cunningham et al."
,"Both in vitro (15, 51) and in vivo (33) studies have shown that fatty acids acutely enhance glucose-induced and tolbutamide-stimulated (27) insulin secretion and play an important role in the maintenance of basal insulin secretion in the fasting but not in the fed state (18, 19, 42, 43)."
Discussion,"These results illustrated the importance of sociality in coping with disease and parasitism (Rosengaus et al. 1998, 2000; Rosengaus and Traniello 2001; Traniello et al. 2002; Shimizu and Yamaji 2003; Maekawa et al. 2005; Calleri et al. 2006; Wilson-Rich et al. 2007; Yanagawa and Shimizu 2007)."
Introduction,"Prevalence in the general population varies and reports tend to focus on one specific location or types of pain, for example, low back, shoulder, knee pain, or arthritis [14, 15]."
1. Introduction,"Both DG and DGS have been studied as an additional ethanol source by enzymatic hydrolysis of the residual polysaccharides (Bals et al., 2006; Kim et al., 2008b; Tucker et al., 2004)."
3. EXPERIMENT,"We have sampled their data with 4 different methods: the insertion sorting algorithm (IS) and 2 variations of it and the binary tree method [7, 3]."
4. Discussion,"Reconstructive surgery by autologous tissue transfer is well established and may provide good functional results (Brown et al., 2010; Thiele et al., 2014)."
5. Experiments,"Thus, we followed [3, 36] to select the 37 animal categories in the three datasets for evaluation."
