sectionName,string
Background,"Streptomyces are well known for their prolific production of antibiotics, which are
thought to mediate species interactions (Williams and Vickers, 1986; Slattery et al., 2001; Davelos et al., 2004a)."
,"The ionomycin-induced increase in [Ca(21)]i without external Ca21, an index of the size of internal Ca21 stores (19, 20), was similar in patients with vasospastic angina and in control subjects (680 6 250 vs."
1. Introduction,"Skeletal muscle accounts for approximately 50% of total body weight, and is known to be the largest tissue in the human body, mainly responsible for force generation, movement and breathing [1,2]."
Introduction,"We employ a generic dynamic bioclimate envelope model for marine fish and invertebrates that incorporates population and dispersal dynamics to project future species distributions under climate change (for details, see Cheung et al. 2008a)."
2.1 Methods,The variance for the two-stage estimator with continuous outcomes is here calculated using a sandwich variance estimator to account for possible misspecification of the first-stage regression [22].
,We propose a modification of the static sensor field model (SSSF) [2] to model computation in a dynamic network of tiny artifacts.
,"Previous investigators have changed ionic strength to screen charge to study the interaction of various toxin blockers with Ca(21)-activated K(1) (KCa) channels (MacKinnon and Miller, 1988; Anderson et al., 1988; Lucchesi and Moczydlowski, 1991; Giangiacomo et al., 1992) and the block induced by tetrodotoxin and saxitoxin in Na(1) channels (Moczydlowski et al."
,"Alternatively, we propose a fast approximation algorithm with two steps, motivated by the Kolmogorov’s criterion (see Chapter of 1 (Escalante and Raydan 2011))."
Methods,Participants were then investigated on separate days for assessment of whole-body glucose disposal using euglycaemic–hyperinsulinaemic clamps as detailed previously [28].
Discussion,"The primary studies investigated BNP or NT-proBNP in intensive care patients who were critically ill for use in diagnosis (7, 9), prognosis (6, 8, 11, 12) or monitoring (10)."
Introduction,"Recent metaanalyses focusing on empathic activations, elicitedwhenwitnessing others either undergoing pain or suffering emotionally, localized a core network including anterior insula (AI), inferior frontal gyrus (IFG), and anterior midcingulate cortex (aMCC) (Singer et al. 2004; Jackson et al. 2006; Singer 2006; Decety and Moriguchi 2007; Fan et al. 2011; Lamm et al. 2011)."
III. Empirical Approach and Identification,"21This is similar to the fixed effects used in Hummels et al. (2014) and Malchow-Møller, Munch and
Skaksen (2011)."
Introduction,"pPGI is strongly inhibited by light [21] and by 3-phosphoglycerate (3PGA) [22], a Calvin-Benson cycle intermediate accumulating in the chloroplast during illumination that allosterically activates AGP [19,20]."
,"3448C T) polymorphism within SCN9A (Single Nucleotide Polymorphisms database [dbSNP] rs6746030) in the affected proband, and in several unaffected family members (father and brother of proband), and reported that this polymorphism is present in 14% of ethnically matched, Caucasian control chromosomes.(8) This polymorphism, in exon 18 of SCN9A, substitutes a nonpolar tryptophan (W) for a positively charged arginine (R) at residue 1150 in the reference NaV1."
Methods,"Neural complexity was calculated as proposed by Tononi, Sporns and Edelman [17], using the Matlab code provided by Sporns on one of his Websites [49] that computes neural complexity from the covariance matrix of the dynamics."
Introduction,The four bog-related vegetation types ranked highest in proportion of threatened butterfly species of their typical faunas (van Swaay et al. 2006).
DISCUSSION,"These results replicate and extend previous results from our lab (Hankosky et al., 2013), demonstrating distinct manifestations of behavioral sensitization in adolescent- and adultexposed rats that only emerge if the challenge dose is high enough (i."
Discussion,"endoneural blood vessels, which expose them to high blood glucose concentrations in diabetes [1]."
Introduction,"…on k-space (Basu et al., 2006), local neighborhood pattern analysis (Manjón et al., 2008), high-order partial differential equations (Bai and Feng, 2007; Moraschi et al., 2010), diffusion tensor
Keywords Anomalous diffusion, Image enhancement, Diffusion Tensor Imaging, Spatial filtering."
Methods,Using a blocked design (20 trials per block; Van Boven and Johnson 1994) each probe was applied manually to participant’s right index finger tip in one of two different orientations (across or along the axis of the finger tip).
Discussion,"Taking into consideration the results of the present study and previous reports, it seems possible that LPZ stimulates the transfer of NF-kB into the nucleus during LPS-stimulated TLR4 signal transduction, which, in turn, leads to the induc-
 Effects of Lansoprazole on the TLR4 Signal Transduction
 Vol. 45, No. 2, 2009
 245
 tion of SOCS1 expression and anti-inflammatory activity."
Discussion,"Understanding the molecular and developmental mechanisms by which dietary supplementation affects neural tube development is critical to reducing the impact of one of the most common birth defects, especially since some NTDs appear to be resistant to the beneficial effects of FA [1-6,21-23]."
2 Methods,"This model has been improved by means of techniques and instruments of data acquisition: particularly, through the development of statistical packages applied to the different factors as well as through GIS softwares, used for the management and processing of georeferenced data for large areas (Johnston, 1998; Meijerink et al., 2003; Daniels, 2003)."
INTRODUCTION,"…could consequently play a key pathogenic role in CSD. Imaging studies showed reduced activation of visual cortices during vestibular stimulation (Brandt et al., 1998; Brandt, 1999; Bense et al., 2001), and this was hypothesized to be a cortical mechanism contributing to stabilize visual images…"
INTRODUCTION,"Ubiquitin is attached to specific lysine residues in the receptor tail by the ubiquitin protein ligase Rsp5p (63, 64)."
Materials and methods,"We also considered the suggestive linkage level, for which one false positive is expected in a genome scan (Lander & Kruglyak 1995)."
Introduction,These genes were selected since their expression levels were found to be altered in developing brain of malformed embryos from diabetic pregnancy (in our previous cDNA microarray analysis) [7].
Discussion,"SPARC has been proposed to be an albumin receptor in other epithelial tissues (Swaroop et al., 1988; Kopp et al., 1992; Tiruppathi et al., 1996), and is expressed at higher levels in human fetal tissue than in adult tissue and cell lines (Swaroop et al., 1988)."
DISCUSSION,"These results confirmed previously reported observations that intestinal and dermal MHC IIhi F4/80hi macrophages originate from BM monocytes (Bain et al., 2014; Rivollier et al., 2012; Tamoutounour et al., 2013; Zigmond and Jung, 2013)."
8 Implementation,"In such cases a shorter segment without that non-aligned point would have a smaller NFA and would be preferred [13, 15]."
METHODS,"Occlusal wear facets were defined following Maier and Schneck (1981) and grouped using the dental occlusal compass concept (Douglass and DeVreugd, 1997; Ulhaas et al., 2007; Kullmer et al., 2009; see Fig."
2. Methods,"In the second stage those cases that tested positive for psychoses and affective disorders on the CIDI and those identified by key informants underwent evaluation by physicians using the Amharic version of the Schedule for Clinical Assessment in Neuropsychiatry (SCAN) (Wing, 1996; Wing et al., 1989)."
DISCUSSION,"The functional studies of other AG-like genes gave very similar results, not only in Arabidopsis (Liljegren et al., 2000) but also in tobacco (Fourquin and Ferrandiz, 2012) and tomato
 (Gimenez et al., 2010), suggesting that AG-like genes may play a prominent role late in fruit development and‚Ä¶"
Implementation,"First, it imports an ODE model given in the Systems Biology Markup Language (SBML) format [21] making use of libSBML [22]."
Methods,"Southern analysis
Gels were transferred onto positively charged nylon membranes (Hybond Amersham) as previously described (Smith et al. 1988)."
Discussion,"The most common isolated species were Klebsiella pneumoniae in our study, while others reported higher frequencies of Escherichia coli isolation [20]."
CNS vasculitis,"It results in tissue damage from ischemia and the subsequent activation of the inflammatory cascade that leads to blood vessel occlusion and necrosis [17, 18]."
METHODS,"Finally, to conclude the evaluation for the technical performance, the waveforms for both dSE-QuEPI and SEEPI were simulated using measured gradient impulse response functions (26) to assess the influence of inevitable non-ideal performance of the gradient system and determine if correction was needed to achieve an accurate mapping to k-space."
3.2 Calibration,"In general, our parameter choices are consistent with the estimation results in Gomes (2001), and Hennessy and Whited (2005, 2007)."
4 Case Studies,"The reason behind choosing these applications is because they have been already studied in the literature [18, 6, 16]."
Discussion,"Consistent with this suggestion, administration of agonists at this allosteric glycine binding site results in a significant symptomatic improvement in schizophrenic patients (Javitt et al., 1994; Goff et al., 1995; Heresco-Levy et al., 1996, 1999, 2002; Tsai et al., 1998)."
DISCUSSION,"Additionally, the studies in general point out that the type of transportation seems to be more related to social and environmental factors than to the students’ freedom of choice, as observed in the studies carried out by Davison et al. (2008); Dollman & Lewis (2007); Robertson-Wilson et al. (2008); and Timperio et al. (2006). These findings must be considered in studies and public policies focused on encouraging active commuting."
Discussion,"Animal models are essential for studying experimentally the ways that these dietary factors modulate protein functions, biochemical pathways, and developmental processes during neural tube formation [21-26,28,34]."
2 Methods,"Ten boundaries indicating the axial location of defined intra-retinal layers are then automaticaly outlined using a developed segmentation algorithm (SOARS: Stanford OCT Automated Retinal Segementation) [14], from which 7 (describing 6 layers) are considered in the analysis."
,The parameter w avoids forwarding in case of insufficient routing progress (without compromising connectivity [26]).
,"The term lesser known species does not imply that the species are unknown, but rather they presently constitute the bulk of wood that finds no economic use (Barany et al. 2003). Hansom (1983) and ITTO (2007) described lesser-known species as those species for which current commercial demand is below their forest production potentials."
