sectionName,string
DISCUSSION,"In the yeast Sac. cerevisiae, mutation in genes BNI1, BUD3, BUD6 and SPA2, which regulate polarity and proper cell development, triggers cellpolarity phenotypes (Amberg et al., 1997; Chant et al., 1995; Sagot et al., 2002; Sheu et al., 1998)."
NusA,"Presumably, NusA stimulates formation of the DNA/RNA hybrid that substitutes for the terminator hairpin (126), consistent with previous views of NusA function (41, 138)."
Introduction,"IKr reduction may be caused by dual mechanisms, acute inhibition of hERG channels and chronic drug-induced disruption of hERG protein trafficking into the cell surface membrane (Ficker et al. 2004; Cordes et al. 2005; Kuryshev et al. 2005; Wible et al. 2005; Rajamani et al. 2006; Thomas et al. 2006; Guo et al. 2007; Takemasa et al. 2007; Wang et al. 2007; Van der Heyden et al. 2008; Obers et al. 2010; Staudacher et al. 2010)."
Introduction,"It performs three fundamental functions: it binds a spermatozoon—thus preventing interspecies fertilization; it induces the acrosome reaction of the spermatozoon; and, finally, immediately after fertilization, it prevents polyspermy (Baker et al. 2000; Bleil and Wassarman 1990; Herrler and Beier 1999; Serrano and Garcia-Suarez 2001;Thaler and Cardullo 2002; Yanagimachi 1994; Zhao and Dean 2002)."
Introduction,Further evidence is provided by Mammucari et al who have discovered that integration of the Notch and NFAT/calcineurin signaling pathways seems to be important for keratinocyte differentiation [6] and Zanotti et al who have identified Notch and NFAT signaling as reciprocally inhibiting pathways that together regulate osteoblast function [7].
Chemicals and treatments,"The pCEFLHA-HMGA1, pCEFL-HA-HMGA2, pCEFL-HA-HMGA1 (1–43) and pCEFL-HA-HMGA2 (1–73) vectors were previously described (Fedele et al., 2006; Pierantoni et al., 2001; Pentimalli et al., 2008)."
DISCUSSION,"The 4-year survival of 73% in the AFB/MEVP cohort compares favorably with the long-term survival reported by other centers of excellence.(29,30) Perhaps more importantly, however, the long-term survival demonstrated with the use of AFB/MEVP equates the long-term survival reported by our group after open repair of standard infrarenal aortic aneurysms."
Introduction,"Instead of atzA, the functional homolog, trzN gene (Mulbry et al. 2002), may be more commonly observed in the environment (Arbeli and Fuentes 2010)."
Methods,"[22, 23, 27] In brief, the technician administered a topical anaesthetic to the participant’s eye to temporarily suppress the corneal blink reflex."
METHODS,"1 was expressed with ABI1-HA or mER7 control DNA (Yoo et al., 2007) in 3 mL of protoplasts (6 3 105 cells) under standard conditions."
1. Introduction,"method developed in [6,8] and improved in [10,18], where we first discretize in space, using a Finite Difference scheme, then discretize in time, using an implicit multistep scheme, of the BDF family (Backward Differentiation Formula)."
Methods,The fastq files were trimmed and filtered with skewer [37] and aligned to the Gy14 reference genome with bwa mem [38].
Discussion,"Some studies suggest a conservative approach (23, 24), while others support more radical treatment (18, 25, 26); there is, however, a lack of studies distinguishing between different types of oral infections."
Discussion,The impact of additional diagnostic technologies is sensitive to the technology’s ability to improve surgical decision-making and the ability of surgery to produce cost-effective outcomes [41].
DISCUSSION,Differences in genetic background and/or testing conditions could also contribute to the modest differences between our locomotor data and that of Tian and coworkers (Tian et al. 1997).
Methods,"This paper reports on the results of studies we have completed in the Victorian (Australia) public health care sector (Bartram et al., 2007, Leggat et al., 2005, 2006, 2008, 2010; Young et al., 2010; Bonias et al., 2010; Stanton et al., 2010)."
Discussion,We previously studied laparoscopic ovarian cystectomy using a single ancillary port and we obtained similar results regarding patient satisfaction with the operation scar (Capar et al. 2009).
Discussion,"Traditional,
dichotomous approaches to studying teams as either dispersed or collocated mask the configuration-based effects highlighted in this study, resulting in an obvious loss of accuracy (O’Leary and Cummings 2007)."
Introduction,"Conditional double mutants of trf4 with top1-7 showed ribosomal DNA (rDNA) condensation phenotypes (Sadoff et al, 1995; Castano et al, 1996), and were reported to display defects in mitotic segregation (Wang et al, 2000; Edwards et al, 2003)."
Introduction,Human epidermal growth factor receptor type 2 (HER2) is located on chromosome 17q21 and is a transmembrane tyrosine kinase growth factor receptor [12].
Discussion,"The same results were obtained by Winther and Nathalang [27] and by Knoll-K√∂hler [14], who did not determine any difference in the anaesthetic action profiles of a 2 and 4% solution of articaine or a 74-mM (=2.4% solution) and a 148-mM (=4"
Discussion,"Our results concurred with a previous observation in NIH 3T3 cells during adhesion to FN (31), but contrast with the finding in HeLa cells during adhesion to gelatin (44)."
Methods,"ICD indication was defined according to Class I recommendations in current clinical guidelines (4,5): chronic LVEF 30% or chronic LVEF 30% to 35% in patients in New York Heart Association functional class II or III."
INTRODUCTION,"MuTAIL is a recent adaptation of this approach to the analysis of Mu insertion sites (Settles et al., 2004, 2007)."
Method,"The efficacy is defined in terms of the ARs of the vaccinated and unvaccinated groups [20],"
Discussion,"From results reported here, and those in previous works (recent works of particular importance to this report are: Chapple and Krans 2004; Krans and Chapple 2005), we have adopted the following conclusions: (1) The reflex generation of force is profoundly nonlinear and the first phase may act like…"
1. Introduction,"Autogenous bone grafts are still the most effective bone substitutes and are therefore considered the gold standard [1,2]."
Discussion,[20] have reported postoperative results 2 years after Wxation of 200 proximal humerus fractures with the Humerusblock.
Discussion,"Thus, Pro accumulation is widely considered an anti-stress indicator (Verbruggen and Hermans 2008)."
