sectionName,string
,"In the late differentiation phases of somatotroph cells, GHRH activates Gs alpha, cAMP, and the protein kinase A pathway through its cell membrane receptor GHRH-R (1,10,11)."
,"due to mitochondrial dysfunction caused by age-related mitochondrial DNA mutations, deletions 151 (10, 21) and damage (25, 59)."
Introduction,…have considerably advanced our understanding of how selection by parasites in conjunction with sexual selection drives the polymorphism of the classical major histocompatibility complex class I and II genes (Landry et al. 2001; Langefors et al. 2001a; Reusch et al. 2001; Wegner et al. 2003a).
4.3 Results and Discussion,The reflectance data were converted to pseudoabsorption using the Kubelka-Munk remission function.(72) The absorption onsets (Figure 4.
Results and Discussion,"Several gene duplications gained during further evolutionary steps increased the carbon flow through glycolysis [29], optimized the conversion between acetaldehyde and ethanol [4], and elevated the sugar uptake."
,"Comparison of sperm retrieval rate according to testicular histology Five of the included studies made a comparison of sperm retrieval according to testicular histology (Okada et al., 2002; Tsujimura et al., 2002; Ramasamy et al., 2005; Colpi et al., 2009; Ghalayini et al., 2011)."
Discussion,"This finding agrees with recent investigations that suggest that only a limited number of
The ISME Journal
bacterial species can drive major changes in the gut microbiota and, thus, influence the metabolic profile (Marcobal et al., 2013)."
A MLCK–myosin II pathway is required for the mode of synaptic vesicle cycling that loses less dye and that is used during 100 Hz stimulation,"…(Polo-Parada et al., 2004, 2005), also caused transmission failures with high-, but not low-frequency stimulation, further supporting the importance of the MLCK–myosin II pathway in maintaining synaptic transmission with high, but physiological (Gorassini et al., 2000), stimulus frequencies."
Present address:,"…Lagoon, Papua New Guinea, groups of the clown anemonefish, A. percula, are confined to sea anemones (Heteractis magnifica) that provide the fish with food, oviposition sites, and protection from predators (Mariscal 1970; Fautin 1992; Elliott et al. 1995; Elliott and Mariscal 2001; Buston 2003a)."
2.2 Key insight: Classification of Memory Accesses,The key insight of the authors in [12] is that a memory access to a location which is private to a given thread can be successfully reordered with respect to a memory access to a location which is shared amongst multiple threads without violating SC; it is only for memory operations to shared data that ordering constraints need to be imposed.
2 Method,"If the desired accuracy is , according to [6], the SPG algorithm needs O( √ 2D= ) iterations to converge."
B. Redox signaling and biogenesis of mitochondria,"The coactivation of the transcription factors to promoter regions is carried out by PGC-1a, which is the master regulator of mitochondrial biogenesis (380)."
Discussion,"The emerging data from clinical trials with GDC-0449 show both the benefits and possible pitfalls of a pure SMO antagonist; a clear tumor response in Hh driven tumors such as basal cell carcinoma and medulloblastoma [34,55,56], and the occurrence of a drug induced resistance caused by mutations in the Smo locus [34,55]."
5.1 TRANSITION OF LEAKAGE CURRENT,Analyzing the nonlinear characteristics of LC can assist to understand the underlying mechanism of the flashover process [20].
Methodology,"Often, multiple interventions are bundled by a single artifact, which is an “artificial thing” (Romme, 2003, p. 562) that serves as “a means to an end” (Holmström et al., 2009, p. 67)."
Methods,The list of extracted items was based on the guidance issued by Cochrane for data extraction [22] and critical appraisal for systematic reviews of prediction models (the CHARMS checklist [23]).
5 Experiments,"CART, Random Forest and kNN parameters (min_samples_leaf ∈ [1, 10] for tree-based algorithms and k ∈ {1, 2, 5, 15, 30, 50} for kNN) were chosen in stratified 5-fold cross-validation."
1. Introduction,"Our experiments demonstrate that the proposed framework better encapsulates semantic or category-level shape information while requiring less supervision or relatively inexpensive weak supervision compared to prior works [6, 49]."
2. Methods,"This matrix transformed the global coordinate system into a local orthogonal coordinate system using a direct frame by frame method (Scurr et al., 2010), identifying the suprasternal notch as the origin and establishing the right and left nipple coordinates relative to the trunk (Scurr et al.,…"
Results and discussion,"To determine the pressure conditions at which this abrupt change of dVS/dP occurs, we adopted the same criteria as Murakami and Bass (2010, 2011)."
DISCUSSION,"Mean sensitivity estimates (ap) for Group 11 (between .25 and .32) were similar to the mean sensitivity estimate of .20 found by Lie and Alsop (2009), who used a similar task and sample of participants."
,", Mg and Zn) are associated with lower concentrations of inflammatory markers that increased risk of MS.[2,36] The differences between our results and previous studies may be explained by differences in sample size, population group and the method of dietary assessment; or the definitions of MS may not be appropriate for an Iranian population; and self‐reported intake may be imprecise."
Discussion,"studies have convincingly shown that MIF RNA and protein are present in most brain areas under non-pathological conditions also [33, 34], the absence of immunohistochemically detectable MIF expression was surprising."
Methods,"…both 3 and 5 directions were assembled using the programs phred (Ewing and Green 1998; Ewing et al. 1998), phrap (http://www.phrap.org) and Consed (Gordon et al. 1998), and were submitted to the GenBank (http://www.ncbi.nlm.nih.gov/blast) and Rhizobase databases…"
3.3.1 Method,"We have proposed a method of friendship estimation by observing interaction among children via a robot (Kanda et al., 2004 c)."
BACKGROUND,"The topographic trend in China was reversed from right tilt to left tilt, with the flow direction of the main river systems turned eastward to the sea (Clark et al. 2004; Zheng et al. 2013)."
Methods,"Bacterial strains and growth conditions The genome sequences of B. pertussis TohamaI, Bordetella parapertussis 12822, Bordetella bronchesipteca RB50 [34] and Bordetella avium N197 [35] were used in the computational analyses."
Discussion,"Nonbreeders are potentially costly competitors for reproduction, but they avoid becoming actual competitors for reproduction by modifying their growth and remaining small (Buston 2003b)."
Background,The underlying mechanisms of the release of water molecules from macromolecular binding remain to be established as HA does not appear to be directly involved in this process (Sedin et al. 2000).
1 Introduction,"Although many researchers [1-10] have proposed numerous algorithms in literature, it is still very difficult to solve it efficiently due to the appearance or motion changes of the object, such as pose, occlusion, or illumination."
II. POWER SYSTEM MODEL AND EIGENVALUE PROBLEM,"For the purpose of small-signal stability analysis, the DAE model (1) is linearized around a given system operating point [1]."
RESULTS,"We used two luxAB reporter strains, strain FAM431, which contains the fulllength glnN promoter fused to luxAB, and FAM84, which only retains the NtcA-binding site in its promoter fused to luxAB (Aldehni & Forchhammer, 2006)."
DISCUSSION,"This result is in apparent contradiction with a previous study showing that the dominant repression of MYB52 caused a severe reduction in SCW thickening in both interfascicular fibers and xylary fibers of the inflorescence stem (Zhong et al., 2008)."
Reliability of Dot Probe Bias Scores,"Scores may become more reliable after daily repetition of the dot probe task for several weeks (Enock et al. 2014); this repetition is of course not feasible for most ABT studies, which typically take place in a single session and seek to measure pre-treatment bias."
5. Experiments,"We compare the proposed CF3D with other correlation filter based RGB-D trackers, i.e., DS-KCF [9] and SAMF+Depth [48]."
Discussion,"Despite a study performed by Cancer and Leukemia Group B (CALGB) did not demonstrate superior activities by higher doses of CrEL-based paclitaxel [18], data from several other phase II studies in MBC suggest a dose-response relationship."
Materials and Methods,"dN and dS were calculated for the aligned regions using the codeml programme from the PAML package [56], with default settings for pairwise analyses and nine free parameters used to account for codon frequencies (F3X4; [57])."
