sectionName,string
Methods,Ginsenoside Rg1 attenuates oligomeric Abeta(1-42)-induced mitochondrial dysfunction.
RESULTS,"2A), we constructed a chimera consisting of the first 113 amino acids of PR NS1 fused to the C terminus of Tx NS1 [PR(1-113)Tx(114230)]."
"As stated in Chap. 1, transition metals (Cu2+ and Zn2+) may contribute to the",These results support the view that octyl gallate increases anti- amyloidogenic APP Œ±-secretase processing through the activation of ERŒ±/PtdIns 3 K/Akt signaling and ADAM10 (Fernandez et al. 2010; Zhang et al. 2013).
INTRODUCTION,"The phosphorylated C and D motifs have been shown to interact with SHP-2 phosphatase, leading to cellular rearrangements and the formation of long cellular protrusions in AGS gastric epithelial cells (Higashi et al., 2002b)."
General Discussion,"The current results, along with several other studies (e.g., Kelly et al., 2007; Pascalis et al., 2002; Pascalis et al., 2005; Werker & Tees, 1984; Werker et al., 1981), demonstrate that human infants’ perceptual systems do become attuned to their environment."
Introduction,"With respect to phosphorous removal, Huett et al. (2005) stated that phosphorous removal varied from 78.4 to 99.5% (mostly[90"
4. Discussion,"These results corroborate the hypothesis that there is a possible link between HHC and schizophrenia (Regland et al., 1995; Regland, 2005; Susser et al., 1998; Levine et al., 2002; Applebaum et al., 2004; Brown and Susser, 2005; Muntjewerff et al., 2005, 2006; Neeman et al., 2005; Lee et al., 2006; Adler Nevo et al., 2006; Haidemenos et al., 2007; Akanji et al., 2007)."
2.1 Defining Digital Platform,[57] conceived layered modular architectures (or digital platforms) as hybrids that blend both modular and layered architectures.
Discussion,"Our results are in agreement with previous findings of higher leptin levels in pubertal obese girls than in prepubertal obese girls[35] and decrease in leptin levels after the onset of puberty in boys, but an increase in girls[35]."
Discussion,"Substantial experimental evidence supports the proconvulsant role of IL-1β (for review see [1,57,61])."
Introduction,Eight empirically derived syndrome scales (syndrome scales) were built by exploratory and confirmatory factor analysis [4].
1. INTRODUCTION,"researchers have proposed using optical interconnections to connect processors in a parallel computer system [1, 2, 6, 11, 18, 23, 26, 27]."
Discussion,The difference in results in comparison with those of Becker and Chaushu (2000) may be due to the limitation of including only patients with unerupted canines and omitting those with ectopic eruption of these teeth in the present study.
1. Introduction,"The first type includes blind source separation algorithms like independent component analysis and principal component analysis (PCA)[26, 40, 27, 32, 12, 52], spatiotemporal QRST cancellation [49, 30, 6], and adaptive filtering with its variations [50, 9, 37, 51]."
Discussion,"However, when Hahb-4 was expressed from its own drought-inducible promoter, transgenic Arabidopsis plants did not show developmental effects but still were drought-resistant (Manavella et al. 2006)."
Discussion,"How are Bcl-2 and Mcl-1 levels regulated in a dynamic fashion? Antigen receptor signaling during clonal expansion likely drives down Bcl-2 levels and hyper-induce Mcl-1 in responding CD8 T cells (Dunkle et al., 2011; Opferman et al., 2003)."
METHODS,"In situ electron transport chain activity was examined in EWAT minces by measuring the reduction of 2,3,5-triphenyltetrazolium chloride (TTC; Sigma), as described previously (31)."
4 Experiments,"In this section, we perform an empirical evaluation of the proposed approach considering two real datasets: (i) OUTDOOR dataset created by Oliva and Torralba [12], and (ii) SUN09 dataset created by Choi [2]."
Large scale,"Five ISSR primers were used (Table 3), and polymerase chain reaction (PCR) and visualisation followed the protocols described in Spagnuolo et al. (2007)."
Plant material and culture,"For example, isolates CID63 and CID64 were both assigned to one OTU, ‘cla063’, as they shared the same ITS sequence and morphology typical of the asexual form genus Cladosporium (Shipunov et al., 2008)."
3 Implementation,"The ray tracer uses a hierarchical grid acceleration structure and three level bricking (three-dimensional tiling) for volumes, as discussed in further detail in [Parker et al. 1999b] and [Parker et al. 1998]."
APPENDIX A. RECEIVER-OPERATING CHARACTERISTIC (ROC) ANALYSIS,"For the purposes of this article, we use ROC analysis as a method of examining the performance of a classifier at distinguishing between two discrete states of the world (Fawcett, 2006; Macmillan & Creelman, 2005)."
Methods,DNA was extracted from 0.25 g of each pool using the repeated bead beating plus column method of Yu and Morrison [24] and then used for estimation of numbers of target bacteria using quantitative real-time PCR (qRT-PCR).
