sectionName,string
Methods,"Specifically, metagenomic DNA was amplified using the 16S V1 (27F) forward [14] and V3 (534R) reverse [15], and the 16S V3 (341F) forward and V4 (805R) reverse [39] primer pairs with added Illumina adapter overhang nucleotide sequences (Table 1)."
A PRAGMATIC OVERVIEW,"Following neoadjuvant treatment surgery is performed and proper histological documentation of residual disease is mandatory in association with re-testing of prognostic and predictive factors (Marchio and Sapino, 2011)."
1. Introduction,", 2008; Quraan and Cheyne, 2008; Quraan and Cheyne, 2010), and for primary visual sources (Quraan and Cheyne, 2008; Quraan and Cheyne, 2010), and is likely the case for many other sources as most brain modules are organized with bilateral symmetry."
DISCUSSION,"Finally, the using of purified LPS indicates a prevalent role of TLR2 in activating T cells (obtained by non-purified LPS), partially excluding the effects mediated by TLR4 [28]."
Discussion,"This suggests that delivering knowledge alone is not enough to promote cancer pain management, and additional educational strategy such as combining different education methods is needed [29]."
Introduction,"Similarly, a synergistic effect of sequence differences at the resistin locus on obesity and risk of type II diabetes has been observed (Ma et al, 2002)."
Discussion,"[25] compared the accuracy of the assessment of EF, EDV and ESV by eight-slice CT-gated SPECT and 2-D echo to the reference method cine MR and observed better correlation between gated CT and MR than between 2-D echo or gated SPECT and MR."
Background,[25] investigated the effects of retro-walking on pain and physical function in subjects with knee OA.
Methods,The presence or absence of the Cre transgene and the excised Serca2 allele (Serca2 ) were detected by PCR analysis as described previously (Andersson et al. 2009b).
6. Mitochondrial Lesions,"The levels of ROS and RNS and the imminent mitochondrial membrane potential change activate themitochondrial permeability transition pore (mtPTP), mtKATP, and mtKCa dissipating membrane potential and releasing all ROS and RNS [21, 23, 33, 64, 100, 101, 107–118]."
DISCUSSION,"…brain that regulate the periods of behavioral and physiological rhythms, as well as at the molecular level where alcohol has been found to induce changes in the expression of canonical circadian clock genes (Chen et al., 2004; Rosenwasser et al., 2005b; Seggio et al., 2009; Spanagel et al., 2005a)."
6.4 Experiments,"Some of the examples are typical partial deduction benchmarks (see [Lam and Kusalik, 1991; Leuschel, 1998]) adapted to a functional logic syntax, while others come from the literature of functional program transformations, such as positive supercompilation [Sørensen et al., 1996], fold/unfold…"
Discussion,"Moreover, soluble chemicals in the mucilage surrounding the root tip and border cells may play a role in a cellular feedback loop as modulators of
root growth (Baluska et al. 1996b)."
Introduction,Countries with high income inequality have been found to have a three-fold greater prevalence of mental disorders compared to those with low income inequality [8].
Methods,The classification of tumor stages was made in accordance with the 7th edition of the TNM classification for malignant tumors of the Union for International Cancer Control (UICC) [38].
Discussion,"In these species, even for purebred dogs, LD decay is rapid over less than 50 kb, and is very limited over 100 kb (Lindblad-Toh et al. 2005; Axelsson et al. 2012)."
Discussion,"In addition to temporal processing, the right TPJ has been implicated in various types of perception and social cognition, such as reorienting of attention [41] and attribution of mental states to others (i."
Discussion,This correlates with the 7-hr delay of the loose-to-tight aggregate transition of these overexpression strains at the air-water interface [10].
1. Introduction,"On the other hand, ATP recognition has been studied because of its significant roles in biological systems, and thus a number of ATP-targeting fluorescent probes have been reported over the last few decades [25–27]."
2. Methods,"The DP is a reaction occurring on the catalyst surface between precursors [17,23] (alkoxy/α-hydroxyalkyl and benzyl alcohol), which is known to provide an equimolar quantity of toluene and benzaldehyde in the absence of oxygen, according to the following surface reaction:"
Introduction,"Various methods, including arthrodesis, hip transposition, osteoarticular allograft/autograft and prosthetic implantation, have been used for hemipelvic reconstruction after peri-acetabular tumour resection [5–17]."
Introduction,"Although Hh signaling by SMOH was reported to be required in a chronic myeloid leukemia-like disease (Dierks et al., 2008; Zhao et al., 2009), it was found to be dispensable for the development of acute leukemias induced by either the Received 3 November 2009; revised 20 April 2010; accepted 20 May…"
METHODS,Recurrent disease was defined as a new active focus of retinal necrosis after three months of an active episode [15].
3.2. Methodology,Khan and Senhadji [20] estimated the threshold level of inflation for developing and also developed countries.
METHODS,") and animals (an elephant, a camel, a horse) from a standard set were presented to the sub jects [35]."
Methods,"Following Gunz and Mitteroecker (2013), a semi-automatic point placement strategy was used to place surface sliding semi-landmarks on the digitized bone surfaces, as implemented in the ‚ÄòplacePatch‚Äô function (Schlager 2016)."
3. EXPERIMENTS,"First, cortical surfaces are extracted from
the MR images using the TOADS-CRUISE [10, 11, 12] software available from www.nitrc.org."
Present Address:,A 4.8-kb genomic fragment containing all of the noncoding exons demonstrated tissue-specific expression in transgenic mice (Drews et al. 2005).
4 Experimental setup,"We have conducted our experiments using the four datasets mentioned above and applying five different combination techniques (the four mentioned before: Forward selection, NCA, MCML, Fisher and the simple normalized sum) compared with the best performing individual ones."
,"Peña and Brody (2014) demonstrated that both reactions mainly occur when deviant posts are perceived as reflecting negatively on their recipient. These authors further argue that through hiding and unfriending the deviate, recipients of deviant messages strive to distance themselves from the deviate. Thereby, they seek to reduce the negative effects the behavior has on them. Similarly, research on group schisms has shown that identity subversion as an outcome of norm-deviant behavior motivates group members to distance themselves from the behavior by leaving the group (e.g., Sani & Todman, 2002). In their recent literature review, Nicholls and Rice (2017) outline several additional reactions to online deviance."
Discussion,"Even though several studies have found no difference in reaction rates between membranes that readily activate complement and those that do not, a subset of patients (those with atopia and/or eosinophilia) seems to be more susceptible to dialysis reactions and experiencing recurrent symptoms [6]."
Introduction,"In mammals, at least four groups of progenitors contribute to total neuronal output: radial glial cells (RGCs) and short neural precursors (SNPs) compose the VZ while intermediate progenitor cells (IPCs) and basal radial glia (bRG), which are derived from VZ cells, populate the SVZ (Noctor et al., 2001; Gal et al., 2006; Kowalczyk et al., 2009; Fietz et al., 2010; Hansen et al., 2010; Shitamukai et al., 2011; Wang et al., 2011)."
Introduction,Finding optimal paths in dynamic environments has attracted significant attention in the robotics community (See Latombe (1990); LaValle (1999); Lu et al (2015); Jur (2007) and the references therein).
DISCUSSION,"This differed from the previous results from pharmacological studies (Visentin et al., 1999), which claimed that there were no homomeric P2X1 or P2X3 receptors on the primary cultured
rat microglial cells."
Introduction,"Such works have been conducted in the fruit fly (Drosophila melanogaster) [12], the tsetse fly (Glossina morsitans morsitans) [8], and the yellow fever mosquito (Aedes aegypti) [13,14]."
Methods,"Using
the classification system of Zhan et al. [13], the medications listed in Table 1 were further categorized into three groups: medications 1) that should always be avoided (barbiturates, flurazepam, meprobamate, chlorpropamide, meperidine, pentazocine, trimethobenzamide, belladonna alkaloids, dicyclomine, hyoscyamine, propantheline), 2) that are rarely appropriate (chlordiazepoxide, diazepam, propoxyphene, carisoprodol, chlorzoxazone, cyclobenzaprine, metaxalone, methocarbamol) and 3) that have some indications but are often misused (amitriptyline, doxepin, indomethacin, dipyridamole, ticlopidine, methyldopa, reserpine, disopyramide, oxybutynin, chlorpheniramine, cyproheptadine, diphenhydramine, hydroxyzine, promethazine)."
Introduction,Over 30 different types of plastic materials are currentty used for packaging purposes (Lau and Wong 2000).
Discussion,"Incidences of hydrocephalus and cyst formation were not reported in this trial but emerged in subsequent studies [14, 17]."
Discussion,"binding of parasite infected erythrocytes to uninfected erythrocytes) has been associated with both the severity of clinical malaria in children and the blood group A antigen phenotype [11], but does not occur in placental malaria [12]."
Methods,"The soldiers actively exercised for ten hours per night continuously (alternate marching and running, on a difficult terrain, carrying personal equipment weighting 60% of body weight - estimated intensity of 35–45% of mean VO2 max [15]), slept for four hours (during the day) and performed sedentary activities during the rest of the day."
Structure and function of the placenta,"…IGF2 affects the placenta by affecting the
expression of nutrient transporters and the thickness of the cell layers separating the maternal and fetal capillaries (interhaemal thickness), representing the barrier to diffusion of nutrients and gases (Constância et al. 2002; Sibley et al. 2004)."
Discussion,"In this regard, a recent report describes an increase in the expression of SVCT2 in the mouse muscle satellite cell line C2C12 upon hydrogen peroxide treatment (Savini et al. 2007b)."
3. IMPLEMENTATION,ν is an upper bound on the fraction of outliers and a lower bound on the fraction of support vectors [9].
Discussion,"The ROS are known to induce substantial damage to lipids and proteins (Chandra et al. 2009). Since membranes are composed of lipids and proteins, any damage to these macromolecules could result in loss of membrane integrity. Singh and Sinha (2005) reported similar results in Brassica juncea and Gallego et al. (1996) in sunflower plants."
4. Discussion,"In our previous study of slow regular saccades, we demonstrated the invariance of saccadic latencies with target angular displacement (Darrien et al., 2001) but had diYculty in reconciling the results with those of previous studies which showed an increase in latency (Fuller, 1996; Kalesnykas &…"
Methods,Comparisons between EMG signals recorded with a current and a traditional potential amplifier demonstrated the validity of current recordings [11].
Discussion,"Although contrary to our original hypothesis, this conclusion is consistent with results of elemental analysis applied to a panel of insoluble CAPs fractions reported previously (Imrich et al., 2000)."
Materials and Methods,"We found that the first spectral-notch attributable to the pinna and the pinna-dependent ILDs was most prominent for sound frequencies between 12 and 24 kHz in the rat (Koka et al., 2008); hence, tone frequency response sensitivities were probed between 2 and 32 kHz as described in detail previously (Polley et al."
,"However, for TDMA-based convergecast, the analytical evaluation of its throughput has not been reported and available evaluations of the performance are usually based on simulations only."
RESULTS,"Although these two forms of agreement are often believed to provide different information, they are in fact identical if data are both normalized and ipsatized (Allik et al., 2015)."
Methods,Relative rather than absolute compound levels were used because synergistic chemical composition of pheromone cues is known to be particularly important in olfactory communication (Wyatt 2003).
Introduction,2000; Bush & de Oliveira 2006) because it has been recognized that Tertiary Neogene tectonic and palaeogeographical reorganization have also been important drivers of the origin of Neotropical (Pennington et al. 2004; Hoorn et al. 2010; Rull 2011) and temperate biodiversity (Quiroga & Premoli 2010; S ersic et al.
Materials and methods,"Electrode configuration
Electric fields were applied as described (Kindzelskii and Petty 2000; Petty 2000; Rosenspire et al. 2000, 2001)."
1. Introduction,"Because of this ability to expand the proteome of cells, alternative splicing has represented a very useful and powerful tool that allows cells to execute the various expression programs which underlie many fundamental needs of higher organisms: from general needs such as controlling normal development and tissue-specific expression of proteins, to highly specialized processes such as DNA damage response or microRNA biogenesis [27–33]."
Method,"We assessed support for drone strikes using five items (e.g., “I
support America’s use of drone attacks against suspected militant targets in Yemen”; α = .87; see Kteily et al., 2014, 2015)."
4 Pathophysiological interpretation of the IVA metabolite profile,"However, a personalized approach is required in the treatment of these patients who often present with clinical heterogeneity as the IVA patients described by Dercksen et al. 2012."
Introduction,"ARTICLE IN PRESS S. Atasayar et al. / Experimental and Toxicologic Pathology 61 (2009) 23–3224
In animals, supplementation with antioxidants seems to protect against CP-induced side effects (Greggi-Antunes et al., 2000; Mansour et al., 2002; Sueishi et al., 2002)."
Methods,A similar protocol has been adopted by several previous studies (e.g. Almasi et al. (2010) who restrained barn owl nestlings for 26 ± 6 (SD) min; Liebl and Martin (2012) who restrained the birds for 30 min).
