sectionName,string
3 Experiments,(Note: We are aware of the method [3] which is another variant of 2D FCN and achieved excellent performance on the neuron dataset.
Introduction,"Randomized controlled trials conducted in a range of surgical settings over the last 25 years have clearly demonstrated that enoxaparin is associated with lower rates of VTE than placebo or elastic compression, without compromising patient safety [5–9]."
4. Experiments,"Evaluating diverse predictions Where only a single ground truth answer exists, the k-best oracle [11, 23] is a suitable scheme for evaluating diverse predictions."
1. Introduction,"In-between methods can be subdivided into linear approximations [12,24] and quadratic interpolation methods [22,23,25–27] based on the degree of the polynomial approximation employed."
Discussion,"bacterial species can drive major changes in the gut microbiota and, thus, influence the metabolic profile (Marcobal et al., 2013)."
Results and Discussion,Xu et al [42] observed TF occupancy across the blocus of proerythroblast derived from fetal liver and adult stem cells.
Introduction,"The well-known tumor suppressor p53 is a transcriptional master regulator that regulates the expression of genes associated with a wide range of functions, including cell-cycle arrest, apoptosis, and senescence in response to genotoxic andnongenotoxic stresses that challenge cellular genomic integrity (1)."
1. Introduction,"CBP adds to its input layer an extra node having an input of the sum of the squared input components [1, 2]."
Discussion,reported that low miR-99a expression in hepatocellular carcinoma (HCC) tissues was associated with worse prognosis in HCC patients [10].
Discussion,"Between 1987 and 1998 the prevalence of FOBT screening increased slightly, while screening rates for endoscopies doubled in the US [35]."
Method,"It should be noted that a WURS cut-off score of 46 or higher can discriminate individuals with a history of childhood attention-deficit/ hyperactivity disorder (Kafka & Prentky, 1998; Roy-Byrne et al., 1997; Ward et al., 1993; Wender, 1995)."
DISCUSSION,"This would be in accordance with data showing that the PVN is important for dietary preference for carbohydrates and lesions to the PVN result in increased preference for high fat diets (Aravich and Sclafani, 1983; Leibowitz, 1988; Hoebel et al., 1989)."
Introduction,"Nonetheless, marketed EGFR antibodies have limited potential for development as ADCs because their significant binding to normal tissue causes on-target toxicity (9)."
Introduction,"An interdisciplinary approach has been advocated for in a broad range of healthcare fields, including primary care [1, 2], developmental disability assessment [3], com-"
INTRODUCTION,"In addition, G4 DNA could form at telomeres either at the 3’ single strand G-rich overhang (22) or by molecular crowding of duplex DNA (23)."
1 Introduction,"In Section 2, we present an experiment by Abeler et al. (2010) that analyzes the relative importance of two conflicting fairness principles—wage equality and horizontal equity. In particular, Abeler et al. study whether equal wages are considered fair and look at potentially detrimental consequences of equal wages on performance. In Section 3, we turn to a second question that becomes important when principals interact with more than one agent, namely, whether the principal can observe agents’ individual performance or only the outcomes of the group of agents as a whole. We present a recent study by Kleine and Kube (2010) that addresses the question whether reporting (subjective) performance measures can enhance the efficiency of interaction in work groups. Next, we discuss a study by Schneider and Kube (2006) that analyzes how differences in social proximity affect gift exchange in multi-worker firms."
