sectionName,string
Methods,"We include treatment with an angiotensin-converting enzyme inhibitor and thiazide diuretic for those without CVD or cerebrovascular disease history, while including beta-blockers for those with such a history, as per WHO guidelines further detailed in Text S1 [16,25]."
1 Introduction,"Most algorithms proposed for mining closed patterns require all candidates found so far to be kept in memory to avoid duplicates [9, 11, 12]."
Overview of the HDAC family,"Moreover HDAC1 is not crucial for enzymatic function of HDAC2 in embryonic stem cells, however overexpression of HDAC2 cannot compensate for the loss of HDAC1 (Lagger et al., 2002)."
Methods,"Going beyond a linear predictor, we used two implementations of SVMs, SVM-light [36] and Partek (Partek Software, http://www.partek.com), and examined radial, polynomial, and sigmoid kernels."
Discussion,"In addition, previous studies have shown that myocardial scar size and characteristics predict spontaneous ventricular arrhythmias in patients with an ischemic cardiomyopathy [25–28] which can result in worse survival independent of LV functional improvement."
,"This increase activates the Na/Ca exchanger, which leads to an increase in cytosolic Ca [21, 23, 33, 64, 100, 101, 107–115]."
Methods,"Also, a recent study suggested that retinopathy of prematurity (ROP) may be increased due to INDO [20]."
Introduction,We expected partners with a lower level of education to be more vulnerable to high distress [13] and partners’ level of distress in the long term to influence that of the patients [10].
Background,"Finding a serum -hCG level greater than the discriminatory zone, in combination with an indeterminate ultrasonography, has been shown to be associated with ectopic pregnancy.(8,9) Typical transvaginal discriminatory zone values in the literature range from 1,500 to 3,000 mIU/mL and have largely been developed according to radiology-performed ultrasonography in outpatients,(10) with intrauterine pregnancy defined as the visualization of a gestational sac."
1. Introduction,"Excess glutamate and excitotoxicity also contributes to epilepsy (Meldrum, 1994), and causes seizures in animal models."
1. Introduction,"Fractions 1, 2 and 3 were identified to contain different proteases, while fraction 4 showed four main peaks PhTx1, PhTx2, PhTx3 and PhTx4, containing polypeptides and enhancing different toxicological effects [19,20]."
Introduction,"PerRBS regulon genes includes katA, ahpCF, hemAXCDBL, mrgA, pfeT (formerly zosA), fur, and perR (Fuangthong et al., 2002; Guan et al., 2015)."
Materials and Methods,"Immunoaffinity purification of TLA. mAb G19 recognizes an extracellular epitope associated with the tip link (Goodyear and Richardson, 2003)."
DISCUSSION,Recent advanced templatebased approach (17) and new approaches with R2* to HU conversion (41) and zero-echotime (42) show similar results to our approach and/or great potential for further improvement of MR-AC.
1. Introduction,"…one another in many acoustic features, such as Voice Onset Time (VOT), fundamental frequency, and the amplitude difference between the first harmonic and the second one (Cho et al. 2002, Han and Weitzman 1970, Kang 2014, Lisker and Abramson 1964, Oh 2011, Silva 2006, Wright 2007, among others)."
Introduction,"The RDCs have been successfully applied in the refinement of protein structures (Stauffer et al. 2002), nucleic acids (McCallum and Pardi 2003) and protein– RNA complexes (Bayer et al. 1999)."
Results,"As anticipated, FLNA(16-23) did not affect β-arr2 interaction with ICL3ΔCt (Figure 7B), but partially inhibited β-arr2 binding to ICL3 (Figure 7C); we were unable to saturate ICL3 at the FLNA(16-23) concentration used (400 nM), which might explain this partial inhibition."
Discussion,"A number of studies, using closed DNA minicircles or plasmids that lack free ends, have shown that Ku also exhibits sequence-specific DNA binding to regulatory DNA elements effecting gene transcription and DNA replication [13, 54]."
2 Semi-Supervised Learning for Crowd Workers,We shall compare our iterative process with the algorithm [25] to help understanding our extended version.
4. Discussion,"If too many side-effects are found with currently available hypnotics, it will be of interest to determine whether newer genetic methods for enhancing sleep in rodents can reverse/attenuate or slow-down Alzheimer's pathology in rodent models (Jego et al., 2013; Konadhode et al., 2013; Anaclet et al., 2014)."
,"Using this KO model, DRA was found to contribute significantly to transcellular oxalate absorption, accounting for 42, 57 and 41% of J ms across the distal ileum, cecum and distal colon, respectively [17]."
Identification of Genes Underlying CTL Differentiation by an shRNA Screen In Vivo,"Prdm1 (encoding Blimp-1) has known roles in effector CD8+ and CD4+ T cell differentiation (Rutishauser et al., 2009; Shin et al., 2009; Johnston et al., 2009)."
Discussion,"Intriguingly, using MPRs-deficient MEF cells, mouse and human CLN5 have been shown to reach lysosomes in an MPRindependent manner [12]."
1. INTRODUCTION,"This area has been the subject of a great deal of recent interest [1, 7, 11, 14, 20]."
1.4 Selective breeding,"In other words, the selectively bred animals would mainly differ in trait anxiety, which is an enduring feature of an individual and, consequently, does not vary from moment to moment, in contrast to state anxiety, which is provoked by an anxiogenic stimulus and only experienced at a particular moment in time (Belzung & Griebel, 2001; Lister, 1990)."
METHODS,Hearts were excised and perfused retrograde via the aorta with modified Krebs-Henseleit (K-H) buffer oxygenated with 95% O2-5% CO2 as previously described (12).
2. Methods,Buccal swabs from 379 IWHs were taken using Isohelix DNA Buccal Swabs (Cell Projects Ltd. UK).
RESULTS,"As reported in a previous study (18), Dox-induced myocardial accumulation of LC3 and p62 proteins indicates a possible impairment of autophagic degradation."
,It was suggested that the enhanced sympathetic nervous system resulting from a low protein diet increased cell proliferation and enhanced gastric carcinogenesis [77].
Discussion,"Additionally, several authors have reported cases where prolactin secreting adenomas either came to diagnosis or increased in size after exogenous estrogen administration or during pregnancy [4,5,7,8,9]."
Results,"Although phase 1 frequency decays rapidly and substantially, generating a wide range of instantaneous frequencies in a short period (Krans and Chapple 2005), the CoV was still less than those computed for phase 2 and 3 distributions."
Discussion,"It is well known that dexketoprofen acts principally through inhibiting COX-1 [15], and meloxicam is a selective and specific COX-2 inhibitor [4, 10]."
RESULTS,"To confirm these findings and explore which stage of the S-phase checkpoint pathway is defective in ctf18–2A cells, we examined the Mec1-dependent phosphorylation of the CMG helicase (42)."
Introduction,"However, two other groups found that excitatory transmission was depressed only in wildtype mice (Kawamura et al., 2006; Takahashi and Castillo, 2006)."
Results,"…cocaine seeking is at peak levels between WD30 and WD90 and is
accompanied by increased BDNF levels, incubation of sucrose seeking in rats is much less persistent, returning to basal levels by WD90, and is not associated with increased BDNF levels in the NAc (Grimm et al., 2003; Lu et al., 2004c)."
