sectionName,string
,"In order to test the role of HOCI in the degradation of MeHg and EtHg by the MPO-H202-CI- system, aminecontaining compounds (R-NH2) capable of rapidly reacting with this species (Slivka et al. 1980; Dallegri et al. 1985) were used."
4.1 Experimental Settings,"Adam optimizer [Kingma and Ba, 2015] is used with the learning rate of 0.0005 and momentum of [0, 0.9]."
,"This increase has been attributed primarily to the introduction of the LHC as the 30% PHI rebate was reported to increase PHI coverage by only 1% from 1998 to 1999 [6,7]."
Results,"…as sole carbon source, the T99 mutant strain, with a disrupted hydroxyquinol dioxygenase gene, behaved the same way as when challenged with 4-CP (Nordin et al. 2005), i.e., no growth occurred and an orange pigment accumulated in the cultures, suggesting that the same catabolic route was used…"
Methods,After obtaining the whole-cell configuration negative pressure was applied to the recording pipette and the nucleus with the surrounding cell membrane was pulled out of the slice to obtain a nucleated patch (Sather et al. 1992).
Methods,5 mg/day (Cohort 3 [C3]); doses were selected based on data from the prior Phase I monotherapy study [5].
,"From 4 μL of this sample, SEBs generated at the 23-RSS or its replacement were detected using LM-PCR as previously described [24,31]."
Background,"In order to locate genomic resources for a given gene using a familiar name, a reference name has to first be identified from GenBank (or other databases such as Swiss-Prot, TrEMBL [2] or ENSEMBL [3])."
Discussion,"This diversity pattern is comparable to those reported for other Rhizophora species from different areas along the Atlantic and Pacific coasts (Cerón-Souza et al., 2012; Sandoval-Castro et al., 2014; Yahya et al., 2014; Ng et al., 2015; Wee et al., 2015)."
DISCUSSION,"It is faster and results in quick healing.(18,19) The disadvantages associated with this technique are bleeding from incision site, post-operative pain and need of surgical pack."
Introduction,"ankle-link antigen (ALA) with ankle links (Goodyear and Richardson, 1999), and the tip-link antigen (TLA) with tip and kinocilial links (Goodyear and Richardson, 2003)."
Discussion,"Surprisingly, Schimpf et al. (2012) also found that metabolic rate was unrelated to clutch size, although this result should be interpreted with some caution as metabolic rate was not compared to virgin females and natural variation in clutch size for the reproducing females examined was not…"
Introduction,"…κ receptor agonists also increases feeding (Morley & Levine, 1983; Silva et al. 2002) and fasting causes an increase in the expression of pre-prodynorphin mRNA and dynorphin levels in areas of the rat hypothalamus involved in energy homeostasis (Berman et al. 1994, 1997; Herve & Fellmann, 1997)."
Discussion,"It is also important to interpret our data with the understanding that some tumors harbor CD8+ TILs weighted toward a dysfunctional, rather than functional, immune-responsive phenotype [15, 28]."
RESULTS,"intergenic and upstream of chorion genes (Delidakis and Kafatos, 1989; Heck and Spradling, 1990; Orr-Weaver and Spradling, 1986)."
Discussion,"We consider this an important practical consideration related to the current idea that scoring subsets of cancers according to TIL infiltrates and PD-L1 expression is a useful stratification scheme for immunotherapies targeting PD1/PD-L1 [28, 61]."
