sectionName,string
Discussion,"exposure in those IL-6 KO mice and found a significantly higher number of eosinophils in the airway in these mice than in wild-type mice (data not shown), corroborating the observations that were previously published using the OVA model (21, 22)."
METHODS,germination stimulatory activity by germination bioassays with Striga hermonthica as previously described by Jamil et al. (2010).
,"…and could potentially modulate the metabolism of SN-38 in vivo (Zheng et al., 2001; Guillemette, 2003; Villeneuve et al., 2003; Girard et al., 2004; Yamanaka et al., 2004), as well as response to irinotecan-based chemotherapy (Ando et al., 2000; Innocenti et al., 2004; Marcuello et al., 2004;…"
Results,"…that only Fe2+bound form, but not Mn2+-bound form, of PerRBL senses low levels of H2O2, those genes (katA, ahpC, mrgA, and possibly pfeT) belonging to H2O2 stimulon are likely to be controlled by Fe2+-bound form of PerRBL, as previously known for B. subtilis PerR regulon (Fuangthong et al., 2002)."
6 Experiments,4 We are not comparing with JMOSEL [13] as we did not find it available on the Internet.
Discussion,"ORL1, a recent addition to the opioid receptor family, is the only opioid receptor subtype selectively activated by OFQ/N, an endogenous opioid ligand (Meunier et al., 1995; Reinscheid et al., 1995)."
Introduction,Arpp/Ankrd2 has been found to be induced in denervated muscles (Tsukamoto et al. 2002) and in muscles chronically immobilized in a stretched position (Kemp et al. 2000).
Introduction,"Currently, one of the most frequently utilized approaches to regenerate large bone defects relies on the placement of scaffolds under the premise that space maintenance will occur in tandem with new bone formation within the scaffold-filled defect [4, 10, 22]."
INTRODUCTION,"A novel prokaryotic immunity-like system (CRISPR/CAS) has been recently discovered (Barrangou et al., 2007; Brouns et al., 2008; Marraffini & Sontheimer, 2008), involving two main constituents: (i) clusters of regularly interspaced short palindromic repeats (CRISPR) and (ii) CAS (CRISPR-associated sequence) proteins."
4. Experiments,"For experiments that involve recurrent modules, we apply gradient clip only to weights of ConvLSTM module (clipped by global norm 3) to stabilize training."
Methods,We assumed a design effect of 2.6 based on intraclass correlation coefficients estimated in a study measuring STH infection in a similar population in India [32] since such information for Bangladesh was not available.
Methods,com) was used to digitally capture the referent and simulation data from [17].
,"These models are the radial-modesof-vibration model of Abdullah (1966), the tornado/ boundary interaction model of Tatom et al. (1995), and the corotating vortex model (Powell 1964; Georges 1976; Mitchell et al. 1992). The infrasonic data seemed most consistent with the model of Abdullah, as is shown in a later section. Abdullah (1966) found expressions for the fundamental (F0) and first harmonic (F1) of the vibrational modes in Hertz to be"
Methods,Alcohol intake at the time of the 5-year survey was estimated using a validated food frequency questionnaire [8].
DISCUSSION,"‚Ä¶stress in schizophrenia (Figure 1), the results reported here may indicate that the DA-dependent restitutive system, which normally decreases its own activity in the face of stress, may be disrupted or already down-regulated in schizophrenia, as previously predicted (Friedhoff 1985, 1986, 1988)."
Discussion,"Previous research, as well as our study results, agree with the hypothesis that the expression of solanaceous PT4 genes are specially induced by AM (Chen et al. 2007; Drissner et al. 2007; Karandashov and Bucher 2005; Nagy et al. 2005; Poulsen et al. 2005)."
1 Introduction,"Several plans to unlock subglacial lakes exist (Siegert et al., 2004; Inman, 2005; Siegert et al., 2007; Schiermeier, 2008; Woodward et al., 2009) and valuable knowledge will be available as soon as direct samples of subglacial water and sediments are taken."
Methods,"Begg’s funnel plots [21] and Egger’s regression method [22] were conducted to detect the potential publication bias (P,0."
6 Patient and investigator Burden,"scores or minimally important difference (MID) estimates were not considered required, but were considered highly desirable [34, 44, 45]."
METHODS,"Complications were scored according to the Modified Accordion Severity Grading System, and quantified using previously validated severity utility weights.(12,13) The postoperative morbidity index was calculated by dividing the total burden of highest-grade complications by the total number of patients in any given cohort studied, including those without any complications (which were included in the calculations as zeros)."
The Evolution of a Uniquely Human Capacity for Cooperation,"…especially theorists adopting the prisoner’s dilemma as the main paradigm for explaining the evolution of cooperation (e.g., Cosmides and Tooby 1992; Trivers 1971), would argue that a mechanism with a relatively unconditional and indiscriminate care element may not evolve at all in an environment…"
DiscUssiOn,"The other epitopes were mapped in this work and, although their neutralizing capability were not determined before, they were identified using the same methodology employed to map other relevant epitopes using sera from immunized animals (18, 19)."
Introduction,"Such positive imagery training has been shown to increase state positive affect in healthy young adult volunteers (Holmes et al., 2008a, 2009, 2006; Nelis et al., 2013) and dysphoric individuals (Pictet et al., 2011), and in some studies decrease symptoms of depression (Lang et al., 2012; Williams…"
